DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	A7_1_1_1	A8_1_1_1	ALB_1_1_1	CHK__1_1_1	DAQM_T_1_1_1	VIN_1_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHFSENS_3_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWC_4_1_1	SWC_5_1_1	SWC_6_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TCNR4_C_1_1_1	TSENSOR_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	TS_4_1_1	TS_5_1_1	TS_6_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	CHK
DATA	2024-05-24T113000_smart3-01124.ghg	2024-05-24	12:00:00	145.4999	1	18000	18000	-0.0603508	1	NaN	176.202	0	NaN	89.9299	0	NaN	-3.46895	0	NaN	2.03536	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.34906e-11	5.1054e-13	NaN	NaN	14.1768	421.058	422.489	0.1	0	113.999	3.38581	3.39731	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.855	293.49	82156.2	0.973976	1007.38	0.0297004	0.131891	0.00205425	278.24	2380.73	0.00210914	11.6872	2102.49	262.786	0.96933	-0.908077	0.0591181	1.32955	1.96786e-13	4.47847e-15	1.32955	5.96656	214.854	316.869	2.54849	NaN	0.248924	2.00481	-6.62957	-0.251148	1.95932	-0.721444	0	19.0095	-2.88476	6.52535	16.249	24.7808	34.7554	52.07	-0.0595663	1.01317	176.717	1.02567	77.4297	1.1177	-11.6318	1.1177	1.75245	1.1177	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	1	3	0	32	20	53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.87947	1.9955	0.134649	1.06691	0.0781306	143.696	NaN	NaN	0.18011	-0.0116318	1.75245	NaN	NaN	12.18	421.055	3.38561	-10.4809	96.2668	NaN	NaN	NaN	115.7	32.0378	12.1514	15	0.012142	28.6214	NaN	NaN	NaN	0	12.9156	NaN	-0.000005882	-0.0000103139	-0.00000830144	NaN	NaN	NaN	NaN	NaN	NaN	0.064	0.103333	0.0682667	0.105	0.0990333	0.079	NaN	NaN	293.662	26.8955	NaN	288.927	290.947	292.033	289.15	289.65	288.45	288.328	291.1	294.614	054
DATA	2024-05-24T120000_smart3-01124.ghg	2024-05-24	12:30:00	145.5207	1	18000	18000	-0.213893	1	NaN	170.195	1	NaN	105.879	1	NaN	-0.0869702	1	NaN	2.39808	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.02377e-10	-9.36731e-13	NaN	NaN	13.9276	414.835	416.416	0	0	127.436	3.79568	3.81015	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	293.078	294.248	82134.4	0.97106	1007.62	0.029785	0.155396	0.0022964	311.84	2494.45	0.00236484	12.5013	2182.61	264.232	-0.126781	-0.770214	0.0592099	0.782821	-4.85283e-13	-7.3506e-15	0.782821	7.47851	318.077	260.653	4.3378	NaN	0.469327	3.19483	-45.9969	-0.0361981	1.60745	-0.370619	0	31.2446	-4.74149	10.7253	26.7074	40.7305	57.1251	85.5838	-0.210738	1.01497	171.919	1.02489	91.9317	1.11116	-8.3833	1.11116	2.08219	1.11116	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	0	2	2	26	49	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.67961	2.57185	0.138201	1.33613	0.0022984	212.312	NaN	NaN	0.175705	-0.0083833	2.08219	NaN	NaN	12.1735	414.836	3.79576	-9.04519	96.43	NaN	NaN	NaN	122.467	32.2015	12.1421	15	0.012142	28.5465	NaN	NaN	NaN	0	13.6415	NaN	0.0118856	0.0120429	0.0120456	NaN	NaN	NaN	NaN	NaN	NaN	0.064	0.104567	0.0694667	0.105	0.099	0.079	NaN	NaN	294.303	27.7115	NaN	289.433	292.833	293.903	289.15	289.603	288.45	288.794	292.935	296.259	152
DATA	2024-05-24T123000_smart3-01124.ghg	2024-05-24	13:00:00	145.5415	1	18000	18000	-0.138279	1	NaN	211.66	0	NaN	115.3	0	NaN	0.322327	0	NaN	2.61232	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.39789e-10	-1.26068e-12	NaN	NaN	13.9692	416.694	418.266	0	0	125.981	3.75794	3.77212	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	293.854	294.584	82105.5	0.969625	1007.61	0.0298295	0.169278	0.00227017	308.63	2546.36	0.00234129	12.1205	2237.73	264.1	-0.351859	1.21975	0.00910117	1.26952	1.30166e-13	-1.0007e-14	1.26952	5.96692	78.1657	106.091	0.410756	NaN	0.377639	1.99497	-19.2633	-0.0864339	1.83573	-0.573678	0	26.7748	-4.06318	9.19094	22.8867	34.9037	48.9529	73.3404	-0.136474	1.01323	212.774	1.02547	99.1947	1.11677	-9.88535	1.11677	2.24743	1.11677	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010199	899999999	899999999	89999	89999	89	89	0	0	1	28	27	71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.28496	1.57335	0.131623	1.45421	0.00710629	156.081	NaN	NaN	0.217783	-0.00988535	2.24743	NaN	NaN	12.17	416.695	3.75787	-9.16011	96.3013	NaN	NaN	NaN	136.767	32.4823	12.1516	15	0.0120071	28.4837	NaN	NaN	NaN	0	13.6223	NaN	-0.00000591061	-0.0000107412	-0.00000834607	NaN	NaN	NaN	NaN	NaN	NaN	0.0640333	0.106033	0.0702667	0.105	0.099	0.079	NaN	NaN	294.585	28.264	NaN	290.127	294.777	295.49	289.197	289.55	288.45	289.515	294.12	297.661	077
DATA	2024-05-24T130000_smart3-01124.ghg	2024-05-24	13:30:00	145.5624	1	18000	18000	-0.0864952	2	NaN	185.688	0	NaN	97.3368	0	NaN	1.08261	0	NaN	2.20694	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.68255e-10	1.68396e-12	NaN	NaN	13.8825	415.259	416.992	0.1	0	138.942	4.15607	4.17341	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.008	295.338	82087.7	0.966794	1007.84	0.0299124	0.14301	0.00250373	341.254	2666.32	0.00258972	12.7987	2325.06	265.389	0.474814	-1.19362	0.0418729	1.28528	2.36682e-13	1.21199e-14	1.28528	7.54248	233.303	291.692	1.86697	NaN	0.299109	2.63161	-10.9097	-0.152616	1.90768	-0.637129	0	21.5594	-3.27172	7.40065	18.4287	28.1049	39.4175	59.0546	-0.0853676	1.01321	186.453	1.02552	83.2383	1.11701	-7.87095	1.11701	1.88728	1.11701	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	0	0	0	29	60	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.39148	1.72981	0.141926	1.02261	0.00230753	150.095	NaN	NaN	0.191356	-0.00787095	1.88728	NaN	NaN	12.111	415.26	4.15602	-7.86169	96.3409	NaN	NaN	NaN	132.367	32.7292	12.1514	15	0.012142	28.4874	NaN	NaN	NaN	0	14.0747	NaN	-0.00000601852	-0.0000109969	-0.00000848082	NaN	NaN	NaN	NaN	NaN	NaN	0.0647333	0.107467	0.071	0.105	0.099	0.079	NaN	NaN	295.306	29.109	NaN	291.037	296.887	296.543	289.263	289.55	288.45	290.475	294.899	298.785	219
DATA	2024-05-24T133000_smart3-01124.ghg	2024-05-24	14:00:00	145.5832	1	18000	18000	-0.0368698	2	NaN	243.941	0	NaN	146.74	0	NaN	11.326	2	NaN	3.32869	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.27689e-10	-3.52506e-12	NaN	NaN	14.0574	421.424	423.343	0	0	151.22	4.5334	4.55405	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.711	295.84	82044.9	0.964512	1008.06	0.0299788	0.215699	0.00272498	372.042	2748.93	0.00282525	13.5341	2376.89	266.508	-1.80112	-0.817327	0.0749959	1.97931	-1.65289e-13	-2.33108e-14	1.97931	10.4508	330.334	204.408	2.17145	NaN	0.195516	4.34787	-2.31867	-0.718085	1.6624	-1.28325	1	9.69169	4	8	13	19	30	69	-0.0363775	1.01354	245.161	1.02882	124.323	1.12948	-1.76964	1.12948	2.82019	1.12948	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100199	899999999	899999999	89999	89999	89	89	9	1	2	30	20	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92	5.83274	2.66695	0.196052	1.85806	0.0302232	263.65	NaN	NaN	0.252149	-0.00176964	2.82019	NaN	NaN	12.1258	421.429	4.53346	-6.76396	93.3329	NaN	NaN	NaN	117.433	33.2878	12.1508	15	0.012142	28.4556	NaN	NaN	NaN	0	14.4709	NaN	-0.00000634115	-0.0000115528	-0.00000885816	NaN	NaN	NaN	NaN	NaN	NaN	0.0650667	0.108867	0.071	0.105	0.099	0.079	NaN	NaN	295.843	29.1893	NaN	292.223	298.43	297.257	289.38	289.55	288.45	291.62	295.46	299.331	146
DATA	2024-05-24T140000_smart3-01124.ghg	2024-05-24	14:30:00	145.604	1	18000	18000	0.0298332	2	NaN	191.146	0	NaN	124.512	0	NaN	2.95384	0	NaN	2.82512	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.08603e-10	1.20113e-12	NaN	NaN	14.2367	427.363	429.393	0	0	157.456	4.72659	4.74904	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.093	296.075	82001.8	0.963167	1008.17	0.0300185	0.183068	0.00283736	387.693	2788.48	0.00294586	13.9034	2400.79	267.046	-1.72339	0.993096	-0.00366647	1.98905	-1.22878e-13	7.62837e-15	1.98905	8.07551	34.4379	150.047	-0.105615	NaN	0.175994	2.23556	-2.15756	-0.771704	1.53516	-1.11849	1	10.9547	5	9	14	21	34	76	0.0294343	1.01355	192.622	1.02888	105.614	1.12967	-6.83298	1.12967	2.39633	1.12967	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	0	0	2	30	49	51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	3.16103	1.17471	0.135367	1.1316	0.00174695	203.269	NaN	NaN	0.198368	-0.00683298	2.39633	NaN	NaN	12.16	427.363	4.72631	-6.20795	87.6734	NaN	NaN	NaN	104.8	33.8281	12.15	15	0.0120071	27.1733	NaN	NaN	NaN	0	14.6683	NaN	-0.00000643381	-0.0000117099	-0.00000885809	NaN	NaN	NaN	NaN	NaN	NaN	0.066	0.109	0.0711	0.105033	0.099	0.079	NaN	NaN	296.08	28.7568	NaN	293.967	298.477	297.71	289.51	289.55	288.45	292.853	295.628	298.898	045
DATA	2024-05-24T143000_smart3-01124.ghg	2024-05-24	15:00:00	145.6249	1	18000	18000	-0.0347234	1	NaN	160.429	0	NaN	119.643	0	NaN	4.30021	0	NaN	2.71644	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.88421e-11	-8.9209e-13	NaN	NaN	14.2501	428.967	431.059	0.1	0	161.238	4.85371	4.87738	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.616	296.766	81962.9	0.960424	1008.26	0.0301028	0.176026	0.00290551	397.931	2907.2	0.00302523	13.6878	2509.27	267.387	-1.28081	-1.39717	0.0651478	1.89653	1.12068e-13	-5.53275e-15	1.89653	7.6387	309.101	227.488	1.96856	NaN	0.190143	1.62283	-3.24084	-0.513756	1.3409	-0.871301	1	10.467	5	8	14	21	34	78	-0.0342637	1.01342	162.604	1.02835	102.049	1.12786	-4.27399	1.12786	2.317	1.12786	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	6	0	1	29	54	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	1.64477	1.47421	0.126678	0.881201	0.00103784	224.292	NaN	NaN	0.167917	-0.00427399	2.317	NaN	NaN	12.134	428.968	4.85353	-5.86923	86.9192	NaN	NaN	NaN	145.367	34.5625	12.1487	15	0.0122769	26.5277	NaN	NaN	NaN	0	14.5184	NaN	-0.00000689992	-0.0000121785	-0.00000928727	NaN	NaN	NaN	NaN	NaN	NaN	0.0669667	0.1081	0.071	0.1055	0.099	0.079	NaN	NaN	296.659	29.4037	NaN	295.537	298.057	297.75	289.697	289.55	288.45	294.064	295.36	298.331	040
DATA	2024-05-24T150000_smart3-01124.ghg	2024-05-24	15:30:00	145.6457	1	18000	18000	-0.0682388	1	NaN	182.292	0	NaN	153.674	0	NaN	14.0228	2	NaN	3.48967	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.87922e-11	2.24233e-13	NaN	NaN	14.0203	422.486	424.627	0	1	167.293	5.0412	5.06675	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.404	296.927	81922.6	0.959362	1008.36	0.030134	0.226131	0.00301462	413.099	2935.54	0.00314232	14.0723	2522.44	267.879	-2.48991	-0.0946909	0.0790245	2.49296	1.56484e-13	1.34036e-15	2.49296	8.25691	1.44347	182.178	1.81653	NaN	0.266701	2.11126	-7.86809	-0.211614	1.18622	-0.70655	0	19.7458	-2.9965	6.77808	16.8784	25.7406	36.1015	54.0867	-0.0672599	1.01455	185.045	1.03201	130.023	1.13998	3.20227	1.13998	2.95259	1.13998	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000199	899999999	899999999	89999	89999	89	89	0	3	0	21	27	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	2.40226	1.67969	0.14056	1.16855	0.0484257	286.128	NaN	NaN	0.191283	0.00320227	2.95259	NaN	NaN	12.12	422.48	5.04094	-5.38907	91.181	NaN	NaN	NaN	122.567	35.5984	12.1475	15	0.012142	26.4745	NaN	NaN	NaN	0	15.0008	NaN	-0.00000749517	-0.0000128495	-0.00000995443	NaN	NaN	NaN	NaN	NaN	NaN	0.0670667	0.1073	0.0709333	0.106	0.099	0.079	NaN	NaN	297.019	28.8038	NaN	296.457	297.31	297.637	289.9	289.55	288.45	295.102	294.99	297.91	060
DATA	2024-05-24T153000_smart3-01124.ghg	2024-05-24	16:00:00	145.6665	1	18000	18000	-0.100985	1	NaN	175.647	0	NaN	131.096	0	NaN	6.07084	0	NaN	2.97783	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.00425e-10	-2.38845e-12	NaN	NaN	13.7543	415.058	417.121	0	0	163.909	4.94621	4.9708	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.407	297.23	81890.2	0.958041	1008.32	0.0301766	0.192964	0.00295364	405.155	2989.42	0.00308299	13.553	2584.27	267.623	-1.93561	0.502418	0.0447285	2.00025	1.38442e-13	-1.45718e-14	2.00025	7.96644	16.5854	165.449	1.28132	NaN	0.324665	2.23424	-14.7266	-0.11306	1.33984	-0.560045	0	23.6317	-3.5862	8.11201	20.2	30.8063	43.2063	64.7309	-0.0996329	1.01357	177.946	1.02894	111.544	1.1299	-3.1679	1.1299	2.53371	1.1299	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	0	4	1	8	57	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.49088	1.84467	0.132932	1.01149	0.00104394	205.774	NaN	NaN	0.184206	-0.0031679	2.53371	NaN	NaN	12.1298	415.059	4.94612	-5.6284	96.4231	NaN	NaN	NaN	121.533	36.1557	12.1469	15	0.0122769	26.4649	NaN	NaN	NaN	0	14.7453	NaN	-0.00000761109	-0.0000131997	-0.0000101277	NaN	NaN	NaN	NaN	NaN	NaN	0.0670333	0.106367	0.0701	0.106	0.099	0.079	NaN	NaN	297.259	28.422	NaN	296.943	296.547	297.437	290.127	289.55	288.45	295.922	294.685	297.575	225
DATA	2024-05-24T160000_smart3-01124.ghg	2024-05-24	16:30:00	145.6873	1	18000	18000	-0.078088	1	NaN	172.439	0	NaN	115.96	0	NaN	4.62906	0	NaN	2.63557	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.44459e-11	7.7841e-13	NaN	NaN	13.7333	415.483	417.578	0	0	165.878	5.01841	5.04372	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.779	297.838	81848.7	0.955575	1008.38	0.0302537	0.170785	0.00298912	410.861	3100.24	0.00312808	13.2525	2689.38	267.807	-1.6299	1.14402	0.0151083	1.99138	-7.32688e-14	4.69267e-15	1.99138	5.68644	41.1623	144.935	0.4347	NaN	0.285864	1.64227	-10.2362	-0.162659	1.48706	-0.62602	0	22.68	-3.44177	7.7853	19.3865	29.5656	41.4662	62.1239	-0.0770438	1.01355	174.016	1.02889	98.2478	1.12972	-4.17614	1.12972	2.233	1.12972	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	12	4	1	25	50	47	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.27813	1.8922	0.114212	0.994077	0.0012933	171.717	NaN	NaN	0.180594	-0.00417614	2.233	NaN	NaN	12.1363	415.483	5.01785	-5.43695	96.3983	NaN	NaN	NaN	137.467	37.0591	12.1457	15	0.0126816	26.4602	NaN	NaN	NaN	0	14.4907	NaN	-0.00000793426	-0.0000137409	-0.0000106299	NaN	NaN	NaN	NaN	NaN	NaN	0.067	0.105967	0.07	0.106	0.099	0.079	NaN	NaN	297.7	29.957	NaN	297.233	296.137	297.243	290.353	289.637	288.45	296.502	294.519	297.366	015
DATA	2024-05-24T163000_smart3-01124.ghg	2024-05-24	17:00:00	145.7082	1	18000	18000	-0.0690793	1	NaN	121.687	0	NaN	86.3884	0	NaN	2.52561	0	NaN	1.96266	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.73553e-11	1.17038e-12	NaN	NaN	13.7226	414.783	416.862	0	0	164.97	4.98643	5.01142	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.335	297.416	81807	0.956452	1008.35	0.0302263	0.12718	0.00297276	408.034	3023.06	0.00310811	13.4974	2615.02	267.717	-0.850877	1.73996	-0.00725743	1.93688	2.23963e-13	7.09452e-15	1.93688	6.3683	68.5184	116.06	-0.214686	NaN	0.268746	2.80901	-12.0479	-0.138199	1.40861	-0.469493	0	20.0912	-3.04892	6.89667	17.1737	26.191	36.7332	55.033	-0.0681611	1.01347	123.098	1.02858	73.4304	1.12865	-3.64172	1.12865	1.66826	1.12865	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	4	0	1	19	47	42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.97356	3.5078	0.136667	0.732204	0.000776582	109.889	NaN	NaN	0.127637	-0.00364172	1.66826	NaN	NaN	12.15	414.783	4.98627	-5.51654	96.448	NaN	NaN	NaN	117.767	37.6669	12.1452	15	0.0128165	26.4553	NaN	NaN	NaN	0	14.5194	NaN	-0.00000838659	-0.0000141845	-0.0000111316	NaN	NaN	NaN	NaN	NaN	NaN	0.067	0.1053	0.0699333	0.106	0.099	0.079	NaN	NaN	297.607	29.0237	NaN	297.35	295.917	297.083	290.57	289.67	288.45	296.968	294.415	297.188	029
DATA	2024-05-24T170000_smart3-01124.ghg	2024-05-24	17:30:00	145.729	1	18000	18000	-0.0575517	2	NaN	77.2417	0	NaN	75.935	0	NaN	3.8564	1	NaN	1.72459	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.02478e-10	1.23753e-12	NaN	NaN	13.716	414.182	416.264	-0.1	0	165.635	5.00168	5.02682	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.637	297.073	81791.9	0.957375	1008.35	0.030197	0.111754	0.00298475	409.207	2961.44	0.00311764	13.8178	2552.23	267.754	-0.959117	1.70942	0.00105789	1.9601	-1.53861e-13	7.47144e-15	1.9601	7.10397	73.9237	119.296	0.0309231	NaN	0.245182	1.93852	-14.4105	-0.11554	1.01721	-0.326341	0	20.8426	-3.16295	7.1546	17.816	27.1705	38.107	57.0912	-0.0567847	1.01351	79.2948	1.02871	65.1763	1.1291	-0.489113	1.1291	1.48025	1.1291	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	0	13	1	18	60	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.11347	1.6598	0.103775	0.37827	0.000904487	133.236	NaN	NaN	0.0821396	-0.000489113	1.48025	NaN	NaN	12.15	414.182	5.00177	-5.48244	96.4779	NaN	NaN	NaN	111.233	36.8565	12.1467	15	0.0124118	26.5088	NaN	NaN	NaN	0	14.6513	NaN	-0.00000796253	-0.0000139016	-0.0000105065	NaN	NaN	NaN	NaN	NaN	NaN	0.0663	0.1049	0.0691667	0.106033	0.099	0.079	NaN	NaN	297.514	27.1657	NaN	297.197	295.52	296.817	290.78	289.75	288.45	297.206	294.127	296.843	114
