DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	other_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SHFSENS1_1_1_1	SHFSENS2_2_1_1	SHFSENS3_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	TSENSOR_1_1_1	VERSION_1_1_1	_0_0_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[m]	[%]	[W/m^2]	[W/m^2]	[W/m^2]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[m^3/m^3]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[C]	[OTHER]	[OTHER]	020
DATA	2023-07-24T233000_AIU-1861.ghg	2023-07-25	00:00:00	206	0	18000	18000	-0.00206379	1	NaN	-3.06181	0	NaN	-0.42002	2	NaN	2.74704	0	NaN	-0.009516	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.73241e-12	-1.99312e-13	NaN	NaN	17.0358	472.481	484.711	0	0	909.719	25.2307	25.8838	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.671	294.556	88298.8	1.03438	1019.57	0.0277346	-0.000616637	0.0163931	2228.44	2541.99	0.0158482	87.6651	313.553	292.388	0.710141	0.445466	-0.00490801	0.838311	-7.05966e-14	-2.19092e-16	0.838311	1.49696	272.681	32.0997	-0.335448	NaN	0.0446676	0.0529047	2.32952	1.49172	7.28968	0.0649963	1	88.8433	39	86	186	368	866	4468	-0.00199589	1.03402	-2.88943	1.06854	-0.0103744	1.31636	2.21782	1.31636	-0.000235044	1.31636	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	3	1	2	6	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.050575	0.0507911	0.00444323	0.0364956	0.0535497	2.4207	NaN	NaN	-0.00273978	0.00221782	-0.000235044	NaN	NaN	0.000371701	10.5755	472.444	25.2288	19.1645	98.1602	1	26.25	12.0772	380.668	422.035	0.0754667	0	84.3609	-45.0014	-12.7031	-4.52856	-3.12422	62.97	61.32	63.8	0.0513917	0.06645	0.0571556	-1.25355	2.38101	295.887	NaN	300.857	382.15	385.45	NaN	2	0	000
DATA	2023-07-25T000000_AIU-1861.ghg	2023-07-25	00:30:00	206.0208	0	18000	18000	-0.00533689	1	NaN	-2.01803	1	NaN	-0.15848	1	NaN	2.49573	1	NaN	-0.00358853	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.41051e-11	-7.50097e-13	NaN	NaN	17.1265	474.135	486.399	0	0	910.772	25.214	25.8662	-0.5	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.341	293.977	88285.6	1.03627	1019.55	0.0276843	-0.000232537	0.0164121	2226.64	2453.24	0.0158376	90.763	226.607	292.375	0.730023	0.224257	0.00438891	0.763704	8.94552e-14	-8.23583e-16	0.763704	1.7871	283.178	17.0765	0.329274	NaN	0.0717641	0.21379	14.6558	0.237107	12.7337	0.0266158	1	27.2194	12	26	55	107	246	1196	-0.00526899	1.01289	-1.98211	1.02321	0.0963212	1.10935	2.35156	1.10935	0.00218104	1.10935	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800011099	800111099	899999999	899999999	89999	89999	89	89	0	5	3	20	8	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.0804842	0.344691	0.0024057	0.0182302	0.107067	1.36374	NaN	NaN	-0.00187606	0.00235156	0.00218104	NaN	NaN	0.000372116	10.59	474.097	25.2121	19.1516	98.1165	1	25.63	12.0768	386.098	419.673	0.0648749	0	86.9701	-36.6378	-14.287	-5.39804	-2.71001	62.97	61.32	63.8	0.0511833	0.0677917	0.0564583	-0.542314	2.52019	295.392	NaN	300.403	383.012	385.45	NaN	2	0	067
DATA	2023-07-25T003000_AIU-1861.ghg	2023-07-25	01:00:00	206.0416	0	18000	18000	0.0103725	1	NaN	-10.16	1	NaN	-5.21575	1	NaN	31.3554	1	NaN	-0.11805	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.51482e-11	-3.49043e-12	NaN	NaN	19.4031	536.281	549.98	0.1	0	901.221	24.9088	25.5451	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.272	293.523	88294.1	1.03809	1019.36	0.0276389	-0.00764967	0.01624	2199.89	2385.63	0.0156441	92.214	185.745	292.181	0.744762	-0.272005	0.0229312	0.793211	-1.82185e-13	-3.87299e-15	0.793211	4.25181	312.268	339.937	1.65662	NaN	0.0999593	1.08365	7.86672	0.441734	1.94796	0.0960519	1	17.312	8	16	35	67	153	735	0.010204	1.01652	-10.1357	1.03195	-3.28777	1.15073	27.8548	1.15073	-0.0744136	1.15073	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800100099	800100199	899999999	899999999	89999	89999	89	89	6	0	5	8	5	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.386462	1.77014	0.0106942	0.272008	1.83157	75.1984	NaN	NaN	-0.0095783	0.0278548	-0.0744136	NaN	NaN	0.000374598	10.5475	536.22	24.907	18.9572	98.0107	1	25.0867	12.0767	387.856	420.531	0.0714948	0	92.0905	-35.4099	-15.2416	-6.16259	-4.61494	62.97	61.32	63.8	0.0541444	0.0696167	0.0556167	-1.69801	1.03719	294.202	NaN	300.061	383.323	385.45	NaN	2	0	168
DATA	2023-07-25T010000_AIU-1861.ghg	2023-07-25	01:30:00	206.0624	0	18000	18000	0.00206308	2	NaN	-2.72335	0	NaN	-0.0899083	1	NaN	2.4171	1	NaN	-0.00203536	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.51079e-11	-2.26357e-12	NaN	NaN	18.1967	503.555	516.609	-0.1	0	913.133	25.269	25.9241	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.727	293.739	88250.8	1.03668	1019.57	0.0276728	-0.000131892	0.0164547	2230.61	2417.67	0.0158725	92.2625	187.068	292.403	0.361745	0.597534	-0.00941957	0.698567	4.94389e-15	-2.4789e-15	0.698567	2.24488	240.883	58.8094	-0.772607	NaN	0.0446103	0.0926091	2.60795	1.33247	30.2904	0.0577571	1	63.1652	28	61	130	257	597	3008	0.00200098	1.03103	-2.57149	1.0622	0.206813	1.28703	2.00286	1.28703	0.00468187	1.28703	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	1	9	1	0	1	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.121088	0.0585652	0.00556473	0.0449905	0.0772888	2.11484	NaN	NaN	-0.00243289	0.00200286	0.00468187	NaN	NaN	0.000377002	10.5455	503.515	25.2671	19.1804	97.8802	1	24.66	12.077	387.918	419.958	0.0648749	0	93.1354	-35.0015	-15.048	-6.34785	-4.96783	62.97	61.32	63.8	0.0532833	0.0673028	0.0568805	-0.543479	2.41887	294.374	NaN	299.871	384.24	385.45	NaN	2	0	121
DATA	2023-07-25T013000_AIU-1861.ghg	2023-07-25	02:00:00	206.0833	0	18000	18000	0.00471233	1	NaN	-1.48859	1	NaN	-0.890945	1	NaN	2.83025	1	NaN	-0.0201693	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.95394e-11	-1.94125e-12	NaN	NaN	18.5692	513.95	527.254	-0.1	0	911.688	25.2332	25.8864	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.74	293.737	88235.3	1.03652	1019.55	0.0276775	-0.00130697	0.0164286	2227.06	2417.31	0.0158498	92.1295	190.254	292.378	0.102832	0.489852	-0.00818172	0.500596	2.62538e-14	-2.12929e-15	0.500596	1.90038	217.943	78.1443	-0.936481	NaN	0.0674263	0.107609	16.4722	0.210962	1.6708	0.020891	1	15.2935	7	14	30	58	129	592	0.00464745	1.01396	-1.50684	1.02266	-0.612009	1.10347	2.65495	1.10347	-0.0138548	1.10347	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800100099	800110099	899999999	899999999	89999	89999	89	89	2	4	4	9	3	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.126822	0.0841435	0.00425301	0.0660879	0.213331	1.99452	NaN	NaN	-0.00142586	0.00265495	-0.0138548	NaN	NaN	0.000378122	10.57	513.911	25.2313	19.1546	97.92	1	24.46	12.0773	394.502	420.461	0.0423673	0	91.3967	-28.1036	-15.0429	-6.54692	-5.2375	62.97	61.32	63.8	0.0527583	0.0668083	0.0572639	0.0780559	2.22317	294.598	NaN	299.607	384.607	385.45	NaN	2	0	024
DATA	2023-07-25T020000_AIU-1861.ghg	2023-07-25	02:30:00	206.1041	0	18000	18000	-0.0111289	1	NaN	-6.45976	1	NaN	1.22562	1	NaN	6.86769	1	NaN	0.0277532	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.064e-11	-5.0409e-13	NaN	NaN	19.2861	534.387	548.268	0.1	0	913.72	25.3177	25.9753	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.703	294.01	88218.7	1.03533	1019.61	0.0277084	0.00179841	0.0164652	2234.09	2458.21	0.0159034	90.883	224.114	292.428	0.947407	-0.245645	0.0167477	0.978878	2.14084e-14	-5.5169e-16	0.978878	2.92171	325.744	345.464	0.980328	NaN	0.103678	0.218078	13.7986	0.251837	-5.27058	0.0590224	1	22.6711	10	22	46	89	202	975	-0.0109887	1.01276	-6.24205	1.02408	1.82543	1.11449	6.50902	1.11449	0.0413354	1.11449	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800010199	800110199	899999999	899999999	89999	89999	89	89	2	1	1	5	6	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.239668	0.183472	0.013017	0.110739	0.310644	6.60525	NaN	NaN	-0.0059131	0.00650902	0.0413354	NaN	NaN	0.00037404	10.5545	534.36	25.3158	19.2053	98.1263	1	24.25	12.077	399.003	422.472	0.0754668	0	91.9384	-25.5215	-14.7906	-6.63933	-5.43527	62.97	61.32	63.8	0.0514417	0.0670056	0.057	0.146791	2.19917	294.593	NaN	299.517	384.222	385.45	NaN	2	0	222
DATA	2023-07-25T023000_AIU-1861.ghg	2023-07-25	03:00:00	206.1249	0	18000	18000	-0.0150565	1	NaN	-3.36676	1	NaN	-0.105366	2	NaN	3.14878	1	NaN	-0.0023863	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.78151e-12	8.60274e-14	NaN	NaN	18.7726	520.509	533.929	0.1	0	906.508	25.1348	25.7829	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.655	294.173	88208.2	1.0347	1019.5	0.0277271	-0.000154632	0.0163353	2217.69	2483.08	0.0157874	89.3122	265.387	292.31	0.358239	-0.292171	0.0131501	0.462463	7.39114e-14	9.48998e-17	0.462463	1.70692	337.732	320.8	1.62942	NaN	0.120629	0.266242	41.6953	0.0833427	31.9531	0.0264578	1	5.11814	2	5	9	17	35	139	-0.0148555	1.01353	-3.31541	1.01765	0.308111	1.07606	3.11665	1.07606	0.00697801	1.07606	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800011199	800011199	899999999	899999999	89999	89999	89	89	0	4	3	16	8	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.266012	0.256862	0.00961018	0.0458766	0.0350888	40.6844	NaN	NaN	-0.00314292	0.00311665	0.00697801	NaN	NaN	0.000373698	10.54	520.471	25.133	19.0869	98.1396	1	24.2	12.0768	398.011	422.692	0.0264795	0	91.9384	-26.8908	-14.1301	-6.48268	-5.35465	62.97	61.32	63.8	0.0503417	0.0681	0.057	-0.396687	1.81309	294.492	NaN	299.352	383.763	385.45	NaN	2	0	132
DATA	2023-07-25T030000_AIU-1861.ghg	2023-07-25	03:30:00	206.1458	0	18000	18000	-0.00188586	2	NaN	-4.02881	0	NaN	0.969282	0	NaN	3.75375	0	NaN	0.0219387	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.67837e-11	1.75658e-12	NaN	NaN	18.2264	504.273	516.716	0.1	0	870.392	24.0812	24.6754	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.043	293.546	88211	1.03736	1018.89	0.0276671	0.00142163	0.0156845	2124.8	2389	0.0151195	88.9411	264.197	291.625	-0.122821	-1.00159	0.028798	1.0095	-4.5277e-14	2.01815e-15	1.0095	2.22747	39.7737	263.009	1.63469	NaN	0.0426372	0.207332	1.53834	2.25893	-4.15649	0.0893983	1	142.082	62	137	295	581	1359	6908	-0.00180282	1.04606	-3.65035	1.09274	1.01375	1.42567	2.79122	1.42567	0.0229453	1.42567	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800100199	899999999	899999999	89999	89999	89	89	0	0	5	8	17	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.286711	0.124379	0.00357349	0.190374	0.269776	68.1617	NaN	NaN	-0.00345364	0.00279122	0.0229453	NaN	NaN	0.000373136	10.5315	504.224	24.0796	18.4023	98.215	1	24.19	12.0775	379.774	418.619	0.059579	0	85.5001	-42.1547	-13.7565	-6.30218	-5.20502	62.97	61.32	63.8	0.0500167	0.0682805	0.0570333	-0.41125	2.89774	294.987	NaN	299.193	383.635	385.45	NaN	2	0	225
DATA	2023-07-25T033000_AIU-1861.ghg	2023-07-25	04:00:00	206.1666	0	18000	18000	-0.0110951	1	NaN	-9.54324	1	NaN	1.91172	1	NaN	6.1958	1	NaN	0.0432571	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.82101e-12	8.18893e-14	NaN	NaN	19.0254	525.899	538.637	0.1	0	855.556	23.6493	24.2221	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.391	293.244	88200.3	1.03848	1018.64	0.027642	0.00280306	0.0154171	2086.43	2344.84	0.0148459	88.9797	258.408	291.335	-0.92728	-1.34667	0.0470112	1.63572	7.91899e-14	9.57147e-17	1.63572	3.02733	72.6437	235.45	1.64693	NaN	0.103364	0.277236	9.25114	0.375629	-4.99198	0.0872795	1	52.0272	23	51	111	221	528	2816	-0.0109187	1.01616	-9.14192	1.03286	2.62357	1.15481	5.85237	1.15481	0.0593646	1.15481	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100099	899999999	899999999	89999	89999	89	89	6	1	1	5	4	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0.37636	0.168269	0.00984348	0.134506	0.190177	175.909	NaN	NaN	-0.00864214	0.00585237	0.0593646	NaN	NaN	0.000373063	10.5391	525.864	23.6472	18.1107	98.1588	1	23.77	12.0771	385.723	418.078	0.0714948	0	87.412	-34.9347	-14.7203	-6.59269	-5.52554	62.97	61.32	63.8	0.0501444	0.0648611	0.0575028	-0.982106	1.59818	294.253	NaN	298.803	383.58	385.45	NaN	2	0	221
