DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	other_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SHFSENS1_1_1_1	SHFSENS2_2_1_1	SHFSENS3_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	TSENSOR_1_1_1	VERSION_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[m]	[%]	[W/m^2]	[W/m^2]	[W/m^2]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[m^3/m^3]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[C]	[OTHER]	209
DATA	2023-08-20T233000_AIU-1861.ghg	2023-08-21	00:00:00	233	0	18000	18000	-0.120384	0	NaN	-61.5383	0	NaN	16.9779	0	NaN	2.64074	0	NaN	0.385472	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.31871e-12	2.64283e-13	NaN	NaN	15.356	427.42	434.12	0	0	554.513	15.4344	15.6763	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.984	296.748	88637.9	1.03454	1014.07	0.0278342	0.0249786	0.00999232	1368.44	2904.03	0.0096587	47.1221	1535.59	284.788	2.91999	1.24904	0.0270001	3.17603	-2.97662e-14	4.76604e-16	3.17603	6.08763	279.809	23.159	0.487089	NaN	0.341122	0.444912	51.6793	0.0672416	-3.6246	0.171957	0	50.7277	-7.69812	17.4132	43.3613	66.1287	92.7464	138.951	-0.119059	1.01113	-59.1708	1.02354	19.4644	1.10682	4.97946	1.10682	0.441925	1.10682	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	4	14	2	2	7	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.520604	0.232429	0.13679	0.157885	0.00437085	22.5606	NaN	NaN	-0.0564016	0.00497946	0.441925	NaN	NaN	0.00036214	10.57	427.39	15.4332	11.5684	94.391	1	27.39	12.0768	363.304	435.4	0.058255	0	47.357	-78.4693	-9.18659	-3.76974	-4.96732	62.97	61.32	53.3956	0.0198583	0.0239333	0.0128583	-4.49287	1.88081	297.46	NaN	301.506	17.7483	0.05	NaN	2	207
DATA	2023-08-21T000000_AIU-1861.ghg	2023-08-21	00:30:00	233.0208	0	18000	18000	-0.0649825	0	NaN	-44.2025	0	NaN	9.09786	0	NaN	3.25749	0	NaN	0.20633	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.26341e-11	1.54295e-12	NaN	NaN	15.663	434.236	441.169	0	0	566.854	15.7152	15.9662	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	301.273	295.597	88646.1	1.03855	1014.2	0.0277236	0.0133702	0.0102147	1393.47	2708.68	0.0098355	51.4446	1315.21	285.062	2.30407	1.0923	0.0239477	2.54999	2.59019e-14	2.72196e-15	2.54999	5.04567	277.554	25.3643	0.538089	NaN	0.25014	0.275167	28.3709	0.122485	-4.85856	0.167768	0	46.734	-7.09207	16.0423	39.9475	60.9225	85.4447	128.012	-0.064225	1.01179	-42.6466	1.02444	11.2334	1.11305	4.84392	1.11305	0.254761	1.11305	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	7	18	1	8	5	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.317963	0.142081	0.0902884	0.161721	0.0167982	14.9134	NaN	NaN	-0.0404884	0.00484392	0.254761	NaN	NaN	0.000362888	10.5535	434.202	15.7141	11.8432	94.579	1	26.6667	12.0768	358.58	428.601	0.0767907	0	51.0744	-76.4486	-9.95634	-4.25468	-3.83639	62.97	61.32	53.2177	0.0189833	0.0255917	0.0124333	-4.56278	1.86481	296.447	NaN	301.061	20.2767	0.05	NaN	2	071
DATA	2023-08-21T003000_AIU-1861.ghg	2023-08-21	01:00:00	233.0416	0	18000	18000	-0.0457631	0	NaN	-38.5103	0	NaN	6.33291	0	NaN	3.03698	0	NaN	0.143484	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.49865e-11	9.05842e-13	NaN	NaN	15.8406	437.614	444.668	0	0	574.272	15.8649	16.1207	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.628	294.593	88656.7	1.04216	1014.26	0.0276261	0.00929777	0.0103484	1406.91	2547.75	0.00992975	55.2216	1140.84	285.208	2.05681	1.08719	0.0204977	2.32655	-1.83796e-14	1.57737e-15	2.32655	4.41528	275.164	27.8602	0.504801	NaN	0.209551	0.192576	19.147	0.18149	-6.08097	0.173861	0	48.0519	-7.29207	16.4947	41.0741	62.6405	87.8542	131.622	-0.0451728	1.01307	-37.1587	1.02697	8.32346	1.12538	4.38359	1.12538	0.188584	1.12538	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	7	11	2	7	17	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.217684	0.10836	0.0591087	0.187309	0.00507178	9.27918	NaN	NaN	-0.0351542	0.00438359	0.188584	NaN	NaN	0.000368207	10.55	437.58	15.8636	11.9889	94.6908	1	25.86	12.0772	355.547	422.661	0.0728187	0	54.3426	-73.404	-10.9217	-4.80741	-5.86777	62.97	61.32	53.153	0.01805	0.0259	0.0104917	-4.11891	2.17091	295.554	NaN	300.642	26.5975	0.05	NaN	2	067
DATA	2023-08-21T010000_AIU-1861.ghg	2023-08-21	01:30:00	233.0624	0	18000	18000	-0.0158625	0	NaN	-15.954	0	NaN	1.67599	0	NaN	1.6019	0	NaN	0.037916	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.78522e-11	1.01066e-12	NaN	NaN	16.0144	440.068	447.21	0	0	581.104	15.9685	16.2277	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	299.759	293.045	88661.2	1.04767	1014.28	0.0274796	0.00245696	0.0104715	1416.17	2316.1	0.00999499	61.1446	899.928	285.308	1.55473	0.938997	0.021059	1.81641	-4.30255e-15	1.7392e-15	1.81641	3.18314	271.817	31.1304	0.66429	NaN	0.123047	0.0759695	9.35757	0.371357	-9.51913	0.122015	1	46.8678	21	45	99	198	470	2477	-0.0156031	1.01663	-15.3457	1.03401	2.55751	1.15942	2.0749	1.15942	0.0578585	1.15942	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	10	6	1	10	6	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0833025	0.0476412	0.0209954	0.116342	0.00522043	6.46784	NaN	NaN	-0.0144412	0.0020749	0.0578585	NaN	NaN	0.000369794	10.55	440.033	15.9673	12.0884	94.5705	1	25.02	12.0775	353.079	413.296	0.0781147	0	58.5455	-65.9803	-11.9556	-5.45785	-6.83037	62.97	61.32	53.153	0.0219444	0.0248333	0.008575	-3.91445	1.84935	294.411	NaN	300.12	27.8617	0.05	NaN	2	159
DATA	2023-08-21T013000_AIU-1861.ghg	2023-08-21	02:00:00	233.0833	0	18000	18000	-0.0103302	0	NaN	-10.9955	0	NaN	1.52512	0	NaN	1.80396	0	NaN	0.034471	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.34968e-11	4.79017e-13	NaN	NaN	16.3726	448.445	455.698	0	0	581.082	15.9159	16.1733	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	299.308	292.089	88661	1.05112	1014.23	0.02739	0.00223372	0.0104711	1411.5	2182.41	0.00996183	64.6759	770.918	285.257	1.4365	0.890727	0.0132106	1.6903	-4.96872e-15	8.24354e-16	1.6903	2.74517	271.276	31.8017	0.447804	NaN	0.0991352	0.0578522	7.10023	0.489421	-7.20957	0.104039	1	61.1788	27	60	132	265	640	3495	-0.0101386	1.0189	-10.5114	1.03862	2.03987	1.18078	2.00429	1.18078	0.0461055	1.18078	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	6	3	7	1	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0605522	0.0410129	0.0141394	0.0742516	0.00974672	3.30914	NaN	NaN	-0.00985982	0.00200429	0.0461055	NaN	NaN	0.000376249	10.5648	448.409	15.9146	12.0383	94.4534	1	23.9933	12.0773	351.067	406.27	0.0648749	0	60.7643	-60.5643	-13.3113	-6.21387	-7.76395	62.97	61.32	53.153	0.0191083	0.0219389	0.00755833	-2.84613	2.51593	293.736	NaN	299.571	25.3333	0.05	NaN	2	001
DATA	2023-08-21T020000_AIU-1861.ghg	2023-08-21	02:30:00	233.1041	0	18000	18000	-0.033015	0	NaN	-29.9075	0	NaN	5.33879	0	NaN	2.98731	0	NaN	0.12067	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.66487e-13	-2.70335e-14	NaN	NaN	16.4644	451.007	458.297	0	0	580.691	15.9068	16.1639	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	299.104	292.107	88657.6	1.05102	1014.23	0.0273928	0.00781943	0.0104641	1410.63	2184.92	0.0099561	64.5624	774.281	285.248	1.81865	1.52587	0.0272487	2.37414	-4.03818e-14	-4.65541e-17	2.37414	4.27971	263.122	39.997	0.657615	NaN	0.177235	0.18705	14.9162	0.232968	-5.60193	0.158301	1	38.2396	17	37	78	154	357	1778	-0.0325383	1.01465	-28.746	1.03035	6.77054	1.14045	3.95831	1.14045	0.153031	1.14045	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	7	2	5	4	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.252011	0.0800395	0.0420501	0.114454	0.00804997	5.76523	NaN	NaN	-0.0269669	0.00395831	0.153031	NaN	NaN	0.000379121	10.58	450.97	15.9055	12.0289	94.3418	1	23.09	12.0775	349.604	407.678	0.0675229	0	62.1525	-63.6849	-14.8355	-7.10646	-8.7902	62.97	61.32	53.153	0.0174833	0.0213111	0.00716667	-2.21061	3.40007	293.352	NaN	299.063	10.1633	0.05	NaN	2	041
DATA	2023-08-21T023000_AIU-1861.ghg	2023-08-21	03:00:00	233.1249	0	18000	18000	-0.0508168	0	NaN	-36.8052	0	NaN	7.87735	0	NaN	3.08794	0	NaN	0.178209	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.98581e-11	1.06346e-12	NaN	NaN	16.1291	443.283	450.394	0	0	574.474	15.7885	16.0418	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	299.264	293.044	88648.8	1.0476	1014.18	0.0274834	0.011548	0.010352	1400.01	2316	0.00988164	60.4495	915.989	285.133	1.97956	1.65974	0.0364467	2.58355	-9.07677e-15	1.85119e-15	2.58355	4.3822	263.094	39.9777	0.808311	NaN	0.220245	0.217777	23.2576	0.149414	-4.67229	0.157287	0	47.2359	-7.16823	16.2146	40.3765	61.5768	86.3623	129.386	-0.0501799	1.01269	-35.4326	1.02639	9.58743	1.12176	4.38205	1.12176	0.216896	1.12176	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	10	1	0	0	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.252219	0.115183	0.0681518	0.130752	0.0152756	11.5244	NaN	NaN	-0.0333496	0.00438205	0.216896	NaN	NaN	0.000381754	10.5387	443.248	15.7873	11.9141	94.3238	1	22.59	12.0767	349.34	413.4	0.0648749	0	60.1028	-70.2077	-15.6191	-7.8791	-9.61281	62.97	61.32	53.153	0.01605	0.0219722	0.00855833	-2.52167	3.62617	293.783	NaN	298.738	15.22	0.05	NaN	2	007
DATA	2023-08-21T030000_AIU-1861.ghg	2023-08-21	03:30:00	233.1458	0	18000	18000	-0.0164823	0	NaN	-17.0929	0	NaN	3.27137	0	NaN	0.834424	1	NaN	0.0739337	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.23101e-11	7.83207e-13	NaN	NaN	16.3383	447.411	454.55	0	0	573.565	15.7066	15.9572	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.757	292.002	88653.6	1.05143	1014.11	0.0273841	0.0047909	0.0103356	1392.82	2170.53	0.00983005	64.1697	777.706	285.055	1.37963	1.26744	0.0205557	1.87355	-1.37152e-14	1.36551e-15	1.87355	3.42442	260.662	42.5732	0.628634	NaN	0.125204	0.112339	9.20025	0.377707	-5.22499	0.128035	1	47.9584	21	47	101	203	482	2552	-0.0162082	1.01691	-16.3525	1.03466	3.96971	1.16211	1.46139	1.16211	0.0897164	1.16211	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	4	1	3	3	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.13253	0.0648214	0.0273262	0.099442	0.0158373	5.81499	NaN	NaN	-0.0153361	0.00146139	0.0897164	NaN	NaN	0.000379099	10.5364	447.371	15.7054	11.8363	94.3448	1	22.43	12.0774	347.819	407.112	0.0516351	0	62.2138	-64.9988	-15.6073	-8.26947	-9.98172	62.97	61.32	53.153	0.0153194	0.022	0.0104083	-3.50786	2.1981	293.108	NaN	298.478	21.5408	0.05	NaN	2	137
DATA	2023-08-21T033000_AIU-1861.ghg	2023-08-21	04:00:00	233.1666	0	18000	18000	-0.0313594	0	NaN	-32.6478	0	NaN	6.11423	0	NaN	2.70588	0	NaN	0.13816	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.11162e-12	-2.80403e-13	NaN	NaN	16.4223	449.434	456.527	0	0	567.688	15.5361	15.7812	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.632	291.826	88654.9	1.05215	1014.01	0.0273672	0.00895274	0.0102297	1377.72	2146.79	0.0097227	64.1756	769.076	284.89	1.42051	1.43806	0.0246555	2.0215	3.52159e-14	-4.93938e-16	2.0215	3.87314	257.132	45.3518	0.69883	NaN	0.172641	0.159878	12.6279	0.275185	-5.33964	0.17725	1	31.8556	14	31	65	128	298	1486	-0.0309015	1.01482	-31.3635	1.03041	7.5762	1.14221	3.82226	1.14221	0.171195	1.14221	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	15	2	1	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.187803	0.0909947	0.040959	0.190866	0.0059987	12.8806	NaN	NaN	-0.029397	0.00382226	0.171195	NaN	NaN	0.000382524	10.57	449.399	15.5348	11.6711	94.2585	1	22.05	12.0776	347.893	405.733	0.0767907	0	62.5177	-63.5413	-15.903	-8.53526	-10.2821	62.97	61.32	53.153	0.0143167	0.022	0.01005	-2.28867	3.41234	292.88	NaN	298.148	22.805	0.05	NaN	2	192
