DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	other_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SHFSENS1_1_1_1	SHFSENS2_2_1_1	SHFSENS3_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	TSENSOR_1_1_1	VERSION_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[m]	[%]	[W/m^2]	[W/m^2]	[W/m^2]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[m^3/m^3]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[C]	[OTHER]	209
DATA	2022-10-25T233000_AIU-1861.ghg	2022-10-26	00:00:00	299	0	18000	18000	-0.0447472	0	NaN	-27.374	0	NaN	NaN	NaN	NaN	-0.0261018	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.54701e-12	NaN	NaN	NaN	23.8339	607.092	607.092	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	282.599	276.054	90103.7	1.13712	1005.2	0.0254719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.02401	-0.205072	0.0661012	3.03167	-5.59474e-15	1.06865e-16	3.03167	5.25647	119.181	183.88	1.24935	NaN	0.198372	0.261956	23.0486	0.150769	NaN	0.120725	1	44.4449	19	42	89	172	389	1841	-0.044135	1.01387	-26.5967	1.02922	NaN	NaN	1.80249	1.13264	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	2	3	1	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.284472	0.183908	0.0555323	0.108962	0.00185604	NaN	NaN	NaN	-0.0232685	0.00180249	NaN	NaN	NaN	0.000460379	11.93	607.043	-2.85315	NaN	105.248	1	6.47667	12.0761	258.298	322.457	-15617.8	0	55.1457	-68.9449	-20.4859	-9.64614	-10.7952	62.97	61.32	55.6212	0.0234333	0.0329444	0.00580833	-3.04709	1.73843	276.404	NaN	281.89	283.368	283.021	NaN	2	072
DATA	2022-10-26T000000_AIU-1861.ghg	2022-10-26	00:30:00	299.0208	0	18000	18000	-0.0469605	0	NaN	-20.4032	0	NaN	NaN	NaN	NaN	0.217671	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.06741e-11	NaN	NaN	NaN	23.8951	606.858	606.858	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	281.824	275.313	90128	1.14049	1005.19	0.0253967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.88407	-0.296993	0.0697039	2.90016	-6.23717e-14	-1.2837e-15	2.90016	5.11812	117.854	185.879	1.37721	NaN	0.202918	0.347377	33.1045	0.10497	NaN	0.0877081	0	45.1226	-6.84753	15.4891	38.5701	58.8219	82.4985	123.598	-0.0464046	1.01198	-19.903	1.02514	NaN	NaN	1.58069	1.11494	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	4	7	1	3	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.290598	0.339292	0.0648642	0.361462	0.00519031	NaN	NaN	NaN	-0.0173612	0.00158069	NaN	NaN	NaN	0.000464551	11.93	606.807	-2.80844	NaN	105.373	1	5.84	12.0759	251.332	318.954	-15617.8	0	59.0412	-72.8002	-21.2951	-9.80537	-9.59908	62.97	61.32	55.6263	0.023825	0.0321222	0.00675833	-3.23175	1.94694	275.622	NaN	281.49	283.187	282.829	NaN	2	006
DATA	2022-10-26T003000_AIU-1861.ghg	2022-10-26	01:00:00	299.0416	0	18000	18000	-0.0265652	0	NaN	-21.1268	0	NaN	NaN	NaN	NaN	0.300707	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.01629e-11	NaN	NaN	NaN	23.8622	604.793	604.793	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	281.866	274.797	90141.7	1.1428	1005.18	0.0253452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.45276	0.327946	0.0758761	2.47575	3.22025e-14	-1.68312e-15	2.47575	4.70131	130.495	172.384	1.75626	NaN	0.152465	0.234961	13.5627	0.256217	NaN	0.120627	1	50.7765	22	49	106	210	494	2543	-0.0261551	1.01568	-20.4603	1.03257	NaN	NaN	1.65022	1.14999	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	801100199	899999999	899999999	89999	89999	89	89	17	7	2	9	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.203403	0.234155	0.0323653	0.264314	0.00342868	NaN	NaN	NaN	-0.0178113	0.00165022	NaN	NaN	NaN	0.000464729	11.9271	604.744	-2.7516	NaN	105.112	1	5.3	12.0767	252.9	316.003	-15617.8	0	61.3794	-68.054	-22.5374	-10.1034	-11.2142	62.97	61.32	55.6281	0.02385	0.0297861	0.00768333	-2.3976	2.55379	275.543	NaN	281.104	282.954	282.521	NaN	2	251
DATA	2022-10-26T010000_AIU-1861.ghg	2022-10-26	01:30:00	299.0624	0	18000	18000	-0.0209125	0	NaN	-19.4584	0	NaN	NaN	NaN	NaN	0.428052	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.21125e-11	NaN	NaN	NaN	23.8382	604.2	604.2	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	281.947	274.832	90150.9	1.14277	1005.18	0.0253459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.42412	0.334166	0.0745637	2.44818	2.57709e-14	-9.2761e-16	2.44818	3.89209	130.424	172.151	1.74532	NaN	0.135277	0.151693	10.2864	0.337826	NaN	0.125221	1	61.8016	27	60	132	265	635	3416	-0.0205441	1.01794	-18.7605	1.0372	NaN	NaN	1.62066	1.17072	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	5	7	2	9	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.181818	0.0975269	0.0240407	0.167877	0.00203588	NaN	NaN	NaN	-0.016332	0.00162066	NaN	NaN	NaN	0.000465879	11.91	604.151	-2.72958	NaN	105.076	1	4.91	12.0768	264.903	316.521	-15617.8	0	62.8933	-55.5964	-23.6276	-10.4776	-11.8771	62.97	61.32	55.6281	0.0239167	0.029	0.00744167	-1.36015	2.61778	275.413	NaN	280.728	282.779	282.245	NaN	2	111
DATA	2022-10-26T013000_AIU-1861.ghg	2022-10-26	02:00:00	299.0833	0	18000	18000	-0.0129866	0	NaN	-10.7318	0	NaN	NaN	NaN	NaN	0.0408367	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.49944e-11	NaN	NaN	NaN	23.8847	606.956	606.956	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	282.125	275.572	90158.9	1.1398	1005.19	0.0254119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.06904	-0.00407942	0.0631389	2.07001	1.9285e-15	-6.27782e-16	2.07001	3.43853	122.52	180.113	1.74789	NaN	0.106742	0.120658	9.16341	0.379226	NaN	0.0877526	1	69.6902	31	68	150	303	733	4022	-0.0127608	1.0177	-10.3545	1.03644	NaN	NaN	0.729249	1.16927	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	9	2	1	4	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0916779	0.131793	0.017845	0.172722	0.00632424	NaN	NaN	NaN	-0.00903749	0.000729249	NaN	NaN	NaN	0.000465308	11.9148	606.906	-2.74027	NaN	105.121	1	4.83	12.0763	282.363	322.199	-15617.8	0	61.2233	-42.8811	-23.8536	-10.8415	-12.3327	62.97	61.32	55.6281	0.0239556	0.0296333	0.00598333	-0.725804	2.31915	275.865	NaN	280.734	282.596	282.064	NaN	2	223
DATA	2022-10-26T020000_AIU-1861.ghg	2022-10-26	02:30:00	299.1041	0	18000	18000	-0.0125296	1	NaN	1.6829	2	NaN	NaN	NaN	NaN	0.15806	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.27935e-11	NaN	NaN	NaN	24.1481	607.745	607.745	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	279.768	272.878	90144.8	1.15088	1005.16	0.0251674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.929123	0.00994196	0.0279177	0.929595	1.18887e-13	-9.43905e-16	0.929595	2.78075	120.545	179.387	1.72097	NaN	0.104341	0.25041	-54.5719	-0.0636774	NaN	-0.0139425	1	24.6385	11	20	36	59	104	288	-0.0123376	1.01556	1.65535	1.01664	NaN	NaN	0.0277407	1.05699	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	7	2	4	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.305931	0.185238	0.00965066	0.69184	0.00646383	NaN	NaN	NaN	0.00143096	0.0000277407	NaN	NaN	NaN	0.000465905	11.92	607.691	-2.78315	NaN	105.281	1	4.65	12.077	264.528	309.511	-15617.8	0	65.7793	-48.9868	-22.9609	-10.87	-12.3623	62.97	61.32	55.6281	0.0239417	0.0315917	0.005725	-3.84804	0.155713	273.9	NaN	280.6	282.45	282.021	NaN	2	048
DATA	2022-10-26T023000_AIU-1861.ghg	2022-10-26	03:00:00	299.1249	0	18000	18000	-0.0147301	1	NaN	-19.0615	1	NaN	NaN	NaN	NaN	0.783553	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.05477e-11	NaN	NaN	NaN	24.1662	608.73	608.73	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	279.702	273.04	90119.6	1.14988	1005.16	0.0251893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.902497	-0.213947	0.0547186	0.929122	-1.86276e-13	-3.74688e-15	0.929122	2.74011	99.3828	193.336	3.37626	NaN	0.113182	0.449194	6.14829	0.565198	NaN	0.145712	1	18.4711	8	18	37	72	164	783	-0.0144622	1.01852	-18.3858	1.03675	NaN	NaN	1.9118	1.17335	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800000199	899999999	899999999	89999	89999	89	89	2	0	1	2	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.311263	0.573273	0.0138512	0.662859	0.0120034	NaN	NaN	NaN	-0.0159074	0.0019118	NaN	NaN	NaN	0.000465191	11.9119	608.677	-2.78275	NaN	105.237	1	3.99	12.0772	278.163	313.567	-15617.8	0	68.0003	-38.1715	-23.5416	-11.0064	-12.5781	62.97	61.32	55.6281	0.0242028	0.0318667	0.00575	-1.08172	1.6851	273.472	NaN	280.448	282.318	281.753	NaN	2	035
DATA	2022-10-26T030000_AIU-1861.ghg	2022-10-26	03:30:00	299.1458	0	18000	18000	0.00372089	1	NaN	3.68771	1	NaN	NaN	NaN	NaN	-0.19462	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.00799e-11	NaN	NaN	NaN	24.1761	607.607	607.607	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	280.119	272.384	90106.3	1.15247	1005.15	0.0251326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.525278	0.288676	-0.00244507	0.599381	-1.9149e-14	8.30569e-16	0.599381	1.37542	161.273	151.208	-0.233729	NaN	0.0568209	0.0934825	-4.02067	-0.864284	NaN	-0.0560257	1	20.1396	9	16	26	39	62	140	0.00364242	1.02154	3.61512	1.02008	NaN	NaN	-0.450499	1.05921	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	801100199	899999999	899999999	89999	89999	89	89	0	0	2	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0811107	0.103388	0.0024666	0.260407	0.00500297	NaN	NaN	NaN	0.00312077	-0.000450499	NaN	NaN	NaN	0.000470471	11.9114	607.555	-2.77709	NaN	105.068	1	3.57	12.0773	273.49	309.062	-15617.8	0	66.6452	-37.865	-23.5331	-11.2861	-12.8491	62.97	61.32	55.6281	0.0246889	0.0308222	0.00564167	-0.161354	2.13198	273.851	NaN	280.285	282.199	281.597	NaN	2	066
DATA	2022-10-26T033000_AIU-1861.ghg	2022-10-26	04:00:00	299.1666	0	18000	18000	-0.000949666	1	NaN	1.15918	1	NaN	NaN	NaN	NaN	-0.0790316	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2639e-15	NaN	NaN	NaN	24.3196	610.051	610.051	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	279.24	271.809	90087.4	1.15467	1005.14	0.0250847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.285176	-0.200419	0.00768782	0.348643	-1.54935e-14	3.39804e-19	0.348643	1.04543	331.268	324.901	1.26351	NaN	0.0286785	0.0415272	-1.64429	-2.11337	NaN	-0.0348266	1	17.4174	8	14	22	33	52	112	-0.000919289	1.03304	1.12826	1.02741	NaN	NaN	-0.157879	1.06661	NaN	NaN	NaN	NaN	NaN	NaN	800000099	800000199	800000099	800000199	800000199	800011199	899999999	899999999	89999	89999	89	89	0	0	1	0	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0591507	0.0232883	0.000615457	0.22489	0.0107003	NaN	NaN	NaN	0.000972132	-0.000157879	NaN	NaN	NaN	0.000472399	11.92	610.003	-2.79521	NaN	105.097	1	3.05	12.0767	288.394	311.562	-15617.8	0	68.0369	-25.6077	-23.8552	-11.5398	-13.089	62.97	61.32	55.6281	0.0253333	0.0283222	0.005575	-0.283098	2.15651	273.217	NaN	280.15	282.069	281.437	NaN	2	255
