DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	other_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SHFSENS1_1_1_1	SHFSENS2_2_1_1	SHFSENS3_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	TSENSOR_1_1_1	VERSION_1_1_1	_0_0_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[m]	[%]	[W/m^2]	[W/m^2]	[W/m^2]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[m^3/m^3]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[C]	[OTHER]	[OTHER]	020
DATA	2023-04-18T233000_AIU-1861.ghg	2023-04-19	00:00:00	109	0	18000	18000	-0.0235153	0	NaN	-22.9999	0	NaN	-3.20056	0	NaN	2.04322	0	NaN	-0.0716885	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.56304e-12	-1.48741e-13	NaN	NaN	20.616	806.828	821.856	0	0	467.23	18.2855	18.6261	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	289.314	282.68	60052.1	0.734983	1015.32	0.039136	-0.00464542	0.00841948	1098.38	1186.29	0.0114553	92.5897	87.9073	281.505	-2.55682	-1.39333	0.0374703	2.91206	1.21558e-14	-3.18347e-16	2.91206	5.42175	94.4177	208.588	0.737261	NaN	0.178869	0.334612	15.0989	0.230149	7.18619	0.17231	1	50.2572	22	48	104	206	480	2440	-0.0231384	1.01629	-22.4172	1.03413	-0.751363	1.1548	3.76589	1.1548	-0.0168296	1.1548	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800000199	899999999	899999999	89999	89999	89	89	6	11	1	2	1	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.252393	0.358646	0.0581852	0.318581	0.00725458	7.01965	NaN	NaN	-0.0300402	0.00376589	-0.0168296	NaN	NaN	0.000434205	10.39	806.648	18.2814	8.28764	93.4178	1	15.19	12.0742	278.517	350.788	-15617.8	0	58.0254	-78.116	-11.2907	-3.93674	-4.5456	62.97	61.32	48.9327	0.0811667	0.0935	0.0980833	-5.60546	0.239434	283.175	NaN	281.55	282.467	281.633	NaN	2	0	113
DATA	2023-04-19T000000_AIU-1861.ghg	2023-04-19	00:30:00	109.0208	0	18000	18000	-0.0128455	0	NaN	-10.4657	0	NaN	-2.98762	0	NaN	0.762463	0	NaN	-0.0668299	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.3818e-11	-7.937e-13	NaN	NaN	20.7704	807.831	823.443	0	0	487.475	18.9596	19.326	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	288.386	281.29	60129.6	0.739378	1015.67	0.0388934	-0.00433058	0.0087843	1140.34	1079.9	0.0118807	100	0	282.059	-2.38207	-0.738752	0.0267602	2.49414	-2.06321e-14	-1.62819e-15	2.49414	4.05461	105.777	197.23	0.614752	NaN	0.131808	0.172632	13.2909	0.261457	3.50304	0.105733	1	62.7956	28	61	132	264	625	3282	-0.012643	1.01601	-10.2878	1.03327	-1.60557	1.15302	1.6006	1.15302	-0.0359151	1.15302	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	0	3	2	4	5	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.200567	0.116178	0.0285201	0.102426	0.00346739	7.02571	NaN	NaN	-0.0136995	0.0016006	-0.0359151	NaN	NaN	0.00044294	10.4068	807.655	18.9553	8.84116	92.9233	1	13.7633	12.0738	275.122	344.152	-15543.5	0	65.8063	-74.916	-14.0551	-5.22445	-4.81441	62.97	61.32	48.9327	0.0811667	0.0935	0.0980833	-4.08454	1.80189	281.751	NaN	281.55	282.467	281.633	NaN	2	0	023
DATA	2023-04-19T003000_AIU-1861.ghg	2023-04-19	01:00:00	109.0416	0	18000	18000	-0.020057	0	NaN	-19.5406	0	NaN	-6.88053	1	NaN	1.86993	0	NaN	-0.153783	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.20947e-11	1.68846e-12	NaN	NaN	20.8421	807.178	822.731	0	0	488.123	18.9041	19.2684	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	288.002	280.425	60200.4	0.742549	1015.61	0.0387282	-0.00996515	0.00879598	1138.34	1017.97	0.0118457	100	0	282.033	-2.54841	-0.0861924	0.0479713	2.55032	-1.16411e-13	3.45909e-15	2.55032	4.62094	122.974	181.937	1.07779	NaN	0.16435	0.585332	13.811	0.251612	2.83999	0.157658	1	47.5425	21	46	99	196	458	2343	-0.0197428	1.01592	-19.2775	1.03312	-4.10783	1.15206	3.40249	1.15206	-0.091812	1.15206	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	10	5	3	1	1	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.404698	0.727305	0.0386611	0.394333	0.00970429	75.4282	NaN	NaN	-0.0255622	0.00340249	-0.091812	NaN	NaN	0.000449733	10.42	806.998	18.9006	8.8134	92.6573	1	12.4233	12.0743	273.289	340.589	-15617.8	0	69.2601	-72.8664	-16.4685	-6.62638	-7.53907	62.97	61.32	48.9327	0.0811667	0.0935	0.0980833	-2.62885	2.93774	280.982	NaN	281.55	282.467	281.633	NaN	2	0	164
DATA	2023-04-19T010000_AIU-1861.ghg	2023-04-19	01:30:00	109.0624	0	18000	18000	-0.0333063	1	NaN	-28.4012	0	NaN	-4.69878	1	NaN	2.85272	0	NaN	-0.105025	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.24654e-10	5.29036e-12	NaN	NaN	20.9481	810.813	826.595	0	0	493.305	19.0938	19.4654	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	287.479	280.469	60244.8	0.742925	1015.72	0.0387058	-0.00680559	0.00888935	1150.61	1021.08	0.0119654	100	0	282.192	-3.43079	-2.50045	0.077363	4.24601	1.22608e-13	1.07243e-14	4.24601	7.85133	87.1524	216.086	1.044	NaN	0.211734	0.729061	20.3296	0.170933	6.04437	0.177758	0	38.8301	-5.89261	13.3291	33.1913	50.6189	70.9937	106.362	-0.0327092	1.01825	-27.5886	1.03898	-1.40853	1.16954	4.9156	1.16954	-0.0314826	1.16954	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	5	1	8	10	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.868277	0.487042	0.102804	0.249823	0.00680001	20.5006	NaN	NaN	-0.0365605	0.0049156	-0.0314826	NaN	NaN	0.000452024	10.3306	810.632	19.0897	8.97357	92.5356	1	11.54	12.0748	271.834	342.604	-15617.8	0	70.7368	-76.0587	-17.8607	-7.76121	-8.96187	62.97	61.32	48.9327	0.0811667	0.0935	0.0980833	-3.09486	2.19437	280.807	NaN	281.55	282.467	281.633	NaN	2	0	154
DATA	2023-04-19T013000_AIU-1861.ghg	2023-04-19	02:00:00	109.0833	0	18000	18000	-0.0574339	0	NaN	-19.7544	0	NaN	-1.81793	2	NaN	1.64934	0	NaN	-0.0406164	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.07118e-12	1.67947e-13	NaN	NaN	21.0215	811.541	827.491	0	0	499.278	19.2748	19.6536	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.775	280.034	60307.9	0.744806	1015.8	0.0386053	-0.00263195	0.00899699	1162.73	991.084	0.0120796	100	0	282.347	-3.94259	-2.87	0.0745848	4.87714	-4.20076e-14	3.36379e-16	4.87714	8.75254	86.9369	216.053	0.876243	NaN	0.277691	0.623162	65.9855	0.0526631	10.8664	0.094026	0	41.7453	-6.335	14.3298	35.6832	54.4192	76.3236	114.347	-0.0566437	1.01395	-19.2679	1.03075	0.265517	1.13261	3.21588	1.13261	0.00593222	1.13261	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	3	0	4	7	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.711495	0.387273	0.147555	0.302975	0.00385184	12.4563	NaN	NaN	-0.0254672	0.00321588	0.00593222	NaN	NaN	0.000453624	10.3314	811.366	19.2707	9.1291	92.2122	1	10.84	12.0729	269.802	341.881	-15617.8	0	74.2082	-77.0299	-18.2417	-8.37678	-9.73692	62.97	61.32	48.9327	0.0841945	0.0972333	0.104261	-3.71173	1.23877	280.207	NaN	283.44	284.357	283.112	NaN	2	0	049
DATA	2023-04-19T020000_AIU-1861.ghg	2023-04-19	02:30:00	109.1041	0	18000	18000	-0.0446907	0	NaN	-17.1567	0	NaN	-1.82586	2	NaN	1.52615	0	NaN	-0.0407757	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.92042e-11	1.45968e-12	NaN	NaN	21.0739	811.671	828.245	0	0	519.575	20.0117	20.4203	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.405	279.574	60349.2	0.746335	1016.2	0.0385155	-0.00264227	0.00936274	1208.01	960.183	0.012545	100	0	282.915	-3.31866	-2.35037	0.0624412	4.06715	6.9316e-14	2.80936e-15	4.06715	6.98808	88.1343	215.307	0.879673	NaN	0.244704	0.528276	52.0206	0.0668005	9.39649	0.0924443	0	42.1168	-6.39138	14.4573	36.0008	54.9035	77.0029	115.364	-0.0441197	1.01294	-16.7908	1.02807	0.0829401	1.12371	2.90504	1.12371	0.00185225	1.12371	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000199	899999999	899999999	89999	89999	89	89	4	9	1	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.513317	0.431164	0.112071	0.102614	0.00164461	61.9103	NaN	NaN	-0.0221391	0.00290504	0.00185225	NaN	NaN	0.000454749	10.37	811.495	20.0075	9.69586	91.7166	1	10.15	12.0726	270.123	339.597	-15617.8	0	79.5207	-74.6052	-18.7009	-8.82567	-10.2511	62.97	61.32	48.9327	0.0840833	0.098575	0.105292	-3.11816	2.01253	279.696	NaN	283.817	284.721	283.45	NaN	2	0	212
DATA	2023-04-19T023000_AIU-1861.ghg	2023-04-19	03:00:00	109.1249	0	18000	18000	-0.0599893	0	NaN	-22.7189	0	NaN	-6.48253	0	NaN	1.48123	0	NaN	-0.144806	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.00015e-11	-5.07582e-13	NaN	NaN	21.0355	810.831	827.866	0	0	533.823	20.5766	21.0089	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.676	279.831	60357.1	0.745586	1016.51	0.0385458	-0.00938341	0.00961948	1242.28	977.333	0.0129019	100	0	283.333	-3.91454	-2.20491	0.0658237	4.49328	3.35484e-14	-9.50844e-16	4.49328	7.42504	93.4715	209.391	0.839377	NaN	0.283653	0.484523	61.1987	0.0567823	3.50464	0.105679	0	44.6581	-6.77704	15.3297	38.1731	58.2163	81.6492	122.325	-0.059197	1.01338	-22.4208	1.0293	-3.36025	1.12764	3.41603	1.12764	-0.0750607	1.12764	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	8	0	6	5	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.556774	0.282203	0.130069	0.0501431	0.000848125	6.44094	NaN	NaN	-0.0295828	0.00341603	-0.0750607	NaN	NaN	0.000459929	10.3532	810.657	20.5722	10.1146	91.6952	1	9.71	12.073	270.439	340.461	-15617.8	0	80.9258	-75.0564	-18.9737	-9.25425	-10.7076	62.97	61.32	48.9327	0.0832861	0.0961111	0.104756	-2.93583	2.09892	279.874	NaN	283.668	284.533	283.355	NaN	2	0	090
DATA	2023-04-19T030000_AIU-1861.ghg	2023-04-19	03:30:00	109.1458	0	18000	18000	-0.0380708	0	NaN	-17.5762	0	NaN	-2.30096	2	NaN	1.38446	0	NaN	-0.0513974	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.35133e-11	-8.50405e-13	NaN	NaN	21.0299	808.844	825.793	0	0	533.637	20.5246	20.9546	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.709	279.81	60484.7	0.747233	1016.49	0.0384616	-0.00333055	0.00961614	1241.75	975.916	0.012869	100	0	283.326	-3.49149	-2.22318	0.0581992	4.13962	-1.17278e-14	-1.5936e-15	4.13962	6.90752	90.5524	212.487	0.805551	NaN	0.225719	0.385645	39.9206	0.0870478	7.63863	0.102518	0	39.9895	-6.06856	13.7271	34.1824	52.1303	73.1135	109.537	-0.0375431	1.01406	-17.1848	1.03042	-0.245278	1.13357	2.79224	1.13357	-0.00547887	1.13357	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	4	11	2	3	2	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.421458	0.241285	0.108547	0.0639089	0.00120016	10.8511	NaN	NaN	-0.022625	0.00279224	-0.00547887	NaN	NaN	0.00045807	10.34	808.668	20.5202	10.1083	91.7084	1	9.50667	12.072	269.956	339.85	-15617.8	0	80.9127	-75.0421	-18.9277	-9.50212	-10.9686	62.97	61.32	48.9327	0.084025	0.0962111	0.103533	-3.07039	2.07759	279.917	NaN	283.479	284.394	283.255	NaN	2	0	117
DATA	2023-04-19T033000_AIU-1861.ghg	2023-04-19	04:00:00	109.1666	0	18000	18000	-0.0342385	0	NaN	-17.0158	0	NaN	-0.0028041	2	NaN	0.926014	0	NaN	-0.0000626047	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.67015e-11	2.13418e-12	NaN	NaN	21.1217	809.69	826.156	0.1	0	519.917	19.9307	20.336	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.096	279.281	60570.6	0.749881	1016.14	0.0383345	-0.00000405679	0.0093689	1207.54	940.962	0.0124938	100	0	282.909	-3.33331	-1.81428	0.0438349	3.79532	7.03553e-14	4.10485e-15	3.79532	6.89862	94.5601	208.559	0.661764	NaN	0.213679	0.475326	35.0139	0.0992463	6068.18	0.104507	0	40.6086	-6.16251	13.9396	34.7116	52.9374	74.2455	111.233	-0.0337737	1.01376	-16.5346	1.02956	1.64377	1.1311	2.31183	1.1311	0.0366989	1.1311	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	14	3	0	6	5	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.616403	0.240639	0.0936107	0.124495	0.00289347	31.5342	NaN	NaN	-0.0216993	0.00231183	0.0366989	NaN	NaN	0.000460214	10.2953	809.515	19.9267	9.69081	91.5556	1	9.31	12.0729	265.456	337.089	-15617.8	0	81.6695	-76.9779	-19.1261	-9.70605	-11.2073	62.97	61.32	48.9327	0.084825	0.0960278	0.102922	-3.63368	1.71124	279.393	NaN	283.316	284.263	283.048	NaN	2	0	199
