DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ALB_1_1_2	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_2	LWOUT_1_1_2	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_2	SHFHEATER_1_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHF_1_1_1	SHF_2_1_1	SWC_2_1_1	SWIN_1_1_2	SWOUT_1_1_2	TA_1_1_1	TC_1_1_2	TS_2_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	[%]	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[m]	[%]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[W/m^2]	[W/m^2]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[OTHER]	[Degrees_past_North]	[m/s]	237
DATA	2023-09-26T233000_smart3-00184.ghg	2023-09-27	00:00:00	270	0	18000	18000	-0.0533784	0	NaN	-47.5767	0	NaN	-3.87767	2	NaN	5.7383	0	NaN	-0.0869781	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.23862e-12	-2.86317e-13	NaN	NaN	16.3413	427.176	432.907	0.1	0	506.439	13.2388	13.4164	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	290.201	284.162	90376.4	1.10247	1012.58	0.0261409	-0.00563618	0.00912603	1196.79	1309.77	0.00827778	91.3746	112.972	282.776	-2.38288	-0.883261	-0.0168327	2.54136	5.51499e-14	-5.65354e-16	2.54136	5.2317	189.872	200.338	-0.3795	NaN	0.220039	0.303949	18.1795	0.331968	12.2694	0.193686	0	50.6428	-7.68524	17.384	43.2887	66.018	92.5912	138.718	-0.0528014	1.01093	-46.7975	1.02148	-0.388138	1.1338	7.2555	1.1338	-0.00870613	1.1338	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	11	12	0	10	8	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.286097	0.217609	0.10419	0.146949	0.023262	18.1894	NaN	NaN	-0.0419203	0.0072555	-0.00870613	NaN	NaN	11.7448	427.174	13.2389	9.5572	91.7515	-0.2004	1	13.7533	11.7936	278.628	371.007	-8.54988	0	87.8686	-94.3853	0	43.3086	49.8507	-35.1211	-23.5508	0.318356	-0.788889	0.124778	284.89	283.045	289.968	5	77.6578	1.69964	102
DATA	2023-09-27T000000_smart3-00184.ghg	2023-09-27	00:30:00	270.0208	0	18000	18000	-0.0463856	0	NaN	-35.3675	0	NaN	-7.17226	1	NaN	5.64556	0	NaN	-0.160851	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.58647e-11	-2.03168e-12	NaN	NaN	16.3254	426.501	432.187	0.1	0	503.577	13.156	13.3314	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	289.871	283.987	90375.7	1.10318	1012.53	0.0261251	-0.0104231	0.00907446	1189.3	1294.67	0.00822577	91.8613	105.369	282.683	-2.23412	-0.224071	0.0226451	2.24544	1.61912e-14	-4.0345e-15	2.24544	5.0167	204.752	185.727	0.577834	NaN	0.205055	0.245391	19.7912	0.304934	4.93115	0.154412	0	53.9996	-8.19465	18.5363	46.1581	70.394	98.7286	147.913	-0.0459208	1.01012	-35.087	1.01942	-4.06743	1.12463	6.69941	1.12463	-0.0912193	1.12463	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000199	899999999	899999999	89999	89999	89	89	4	13	2	6	9	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.256016	0.157696	0.0770699	0.142432	0.0102131	14.9775	NaN	NaN	-0.0314118	0.00669941	-0.0912193	NaN	NaN	11.75	426.499	13.1561	9.46383	91.764	-0.202767	1	13.6933	11.773	277.483	370.528	-6.12484	0	87.5796	-94.3684	0	43.3086	49.8507	-35.808	-25.1121	0.318742	-0.832333	0.152222	284.832	282.858	290.018	5	92.1278	1.47939	170
DATA	2023-09-27T003000_smart3-00184.ghg	2023-09-27	01:00:00	270.0416	0	18000	18000	-0.0317128	0	NaN	-31.7068	0	NaN	-8.95179	0	NaN	5.56359	0	NaN	-0.200713	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.31129e-11	-2.53914e-12	NaN	NaN	16.3733	427.371	433.025	0.1	0	500.212	13.0564	13.2291	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	289.821	283.746	90379.6	1.1042	1012.47	0.0261017	-0.0130062	0.00901382	1180.35	1274.02	0.00816319	92.6479	93.6674	282.57	-2.13354	-0.486741	0.00134913	2.18836	-7.06671e-14	-5.07612e-15	2.18836	3.57505	197.207	192.851	0.0353229	NaN	0.16947	0.154645	12.4623	0.48426	3.54195	0.167351	1	69.0619	30	67	145	288	682	3553	-0.0313222	1.01247	-31.4203	1.02462	-5.7007	1.15863	6.28837	1.15863	-0.127819	1.15863	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	11	1	0	2	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.141371	0.115731	0.0521884	0.107355	0.00617363	3.08924	NaN	NaN	-0.0281047	0.00628837	-0.127819	NaN	NaN	11.7255	427.372	13.0564	9.35186	91.7215	-0.176322	1	13.45	11.798	278.549	368.215	-9.18925	0	89.1623	-91.5896	0	43.3086	49.8507	-34.9077	-24.9933	0.318455	-0.765	0.114667	284.454	282.44	289.971	5	87.3848	1.25973	176
DATA	2023-09-27T010000_smart3-00184.ghg	2023-09-27	01:30:00	270.0624	0	18000	18000	-0.00816567	2	NaN	-10.5038	0	NaN	-3.11208	0	NaN	2.18144	0	NaN	-0.0697291	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.97897e-12	-1.17313e-13	NaN	NaN	16.5925	432.005	437.578	0.1	0	489.204	12.737	12.9013	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	289.099	283.019	90375.2	1.10712	1012.28	0.0260361	-0.00451845	0.00881545	1151.41	1213.58	0.00796251	94.8771	62.1703	282.202	-1.23938	-0.864977	-0.0177127	1.51148	-6.45325e-14	-2.39805e-16	1.51148	3.12423	170.949	214.912	-0.671453	NaN	0.0858813	0.234235	4.89526	1.23282	3.37518	0.109132	1	134.224	59	130	282	562	1328	6935	-0.00801096	1.01931	-10.2669	1.03862	-1.85875	1.26396	2.18444	1.26396	-0.0416472	1.26396	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100099	899999999	899999999	89999	89999	89	89	4	2	1	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.329309	0.118196	0.0209659	0.256132	0.034887	92.2674	NaN	NaN	-0.00916106	0.00218444	-0.0416472	NaN	NaN	11.717	431.996	12.7374	8.98118	91.6382	-0.171078	1	13.18	11.7967	277.275	364.622	-5.11352	0	90.133	-90.2079	0	43.3086	49.8507	-35.718	-25.7246	0.318592	-0.839444	0.137778	283.866	281.69	289.957	5	61.1974	0.749533	036
DATA	2023-09-27T013000_smart3-00184.ghg	2023-09-27	02:00:00	270.0833	0	18000	18000	-0.00982144	1	NaN	-4.14241	1	NaN	-4.5281	1	NaN	2.22605	1	NaN	-0.101359	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.03525e-11	-1.98222e-12	NaN	NaN	16.8508	437.174	442.626	0.2	0	474.78	12.3176	12.4713	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	288.573	282.01	90373.4	1.11123	1012.03	0.0259439	-0.00656804	0.00855554	1113.49	1133.92	0.00769914	98.1975	20.4391	281.706	-1.13162	-0.407943	0.0130657	1.20298	-3.14827e-14	-4.17503e-15	1.20298	1.96204	189.856	199.824	0.622309	NaN	0.0940123	0.0817066	16.2811	0.370675	0.914824	0.0391805	1	65.5609	29	63	137	272	640	3302	-0.00972095	1.01034	-4.30886	1.01815	-3.71836	1.12826	2.20735	1.12826	-0.0832333	1.12826	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800110099	899999999	899999999	89999	89999	89	89	4	7	1	4	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	0.0357186	0.122481	0.00521331	0.0421576	0.00851149	8.95475	NaN	NaN	-0.00383146	0.00220735	-0.0832333	NaN	NaN	11.7	437.173	12.3177	8.48821	91.0756	-0.0903778	1	12.6033	11.7961	287.432	356.438	-12.1239	0	94.6137	-70.4033	0	43.3086	49.8507	-37.374	-27.0411	0.318311	-0.593889	0.0381111	282.644	279.896	289.968	5	76.2784	0.42413	198
DATA	2023-09-27T020000_smart3-00184.ghg	2023-09-27	02:30:00	270.1041	0	18000	18000	-0.00788003	1	NaN	-6.26943	1	NaN	-3.56224	1	NaN	2.41393	1	NaN	-0.0797301	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.43564e-11	-1.23972e-12	NaN	NaN	16.8874	438.05	443.479	0.2	0	471.986	12.2431	12.3948	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	288.583	281.898	90352.8	1.11145	1011.99	0.0259395	-0.00516651	0.00850519	1106.49	1125.36	0.00765231	98.3231	18.8713	281.613	-1.14857	-0.463625	0.00598845	1.23863	-7.61693e-14	-2.6266e-15	1.23863	2.48366	187.686	201.982	0.277012	NaN	0.0842012	0.111962	7.72739	0.780988	1.75997	0.0661979	1	92.0303	40	89	194	387	919	4835	-0.00776953	1.01422	-6.28261	1.02743	-2.59744	1.19412	2.33039	1.19412	-0.0581359	1.19412	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	11	11	0	8	2	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	0.169887	0.0454941	0.0085432	0.0438761	0.0119065	10.1932	NaN	NaN	-0.00558566	0.00233039	-0.0581359	NaN	NaN	11.6806	438.049	12.2431	8.39521	90.6621	-0.00534436	1	11.96	11.7983	307.402	354.462	-6.59211	0	95.5801	-48.7504	0	43.3086	49.8507	-39.5068	-28.1533	0.318247	-0.553	-0.022	282.662	279.327	289.967	5	76.258	0.446461	242
DATA	2023-09-27T023000_smart3-00184.ghg	2023-09-27	03:00:00	270.1249	0	18000	18000	-0.0206355	1	NaN	-20.7582	1	NaN	-17.2905	1	NaN	9.27219	1	NaN	-0.386978	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.56452e-11	-2.63741e-12	NaN	NaN	17.0236	441.574	447.017	0.1	0	469.426	12.1764	12.3265	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	288.292	281.852	90340	1.11151	1011.95	0.0259389	-0.0250761	0.00845906	1100.31	1121.86	0.00761044	98.0793	21.5475	281.531	-1.8727	-0.306762	0.0235301	1.8978	-1.52618e-13	-5.61837e-15	1.8978	2.94839	200.96	189.303	0.710406	NaN	0.136255	0.141649	9.88828	0.610318	1.20056	0.135447	1	80.8451	35	78	171	341	809	4263	-0.0203573	1.01366	-21.0939	1.02699	-13.3232	1.17889	8.9557	1.17889	-0.298185	1.17889	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	7	1	7	3	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91	0.0561642	0.210065	0.017068	0.131605	0.0371343	39.1941	NaN	NaN	-0.0187537	0.0089557	-0.298185	NaN	NaN	11.66	441.571	12.1765	8.31182	91.2155	-0.218878	1	11.5	11.8062	313.629	356.618	-8.72197	0	94.8508	-44.1053	0	43.3086	49.8507	-42.2394	-30.1334	0.319003	-0.522333	0.0641111	282.499	280.085	289.994	5	89.2339	0.928213	067
DATA	2023-09-27T030000_smart3-00184.ghg	2023-09-27	03:30:00	270.1458	0	18000	18000	-0.0268812	0	NaN	-18.8407	0	NaN	-13.2233	0	NaN	4.58662	1	NaN	-0.295793	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.93719e-11	-5.16326e-13	NaN	NaN	17.1067	442.787	448.075	0.1	0	455.951	11.8018	11.9427	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	287.832	281.293	90352.4	1.11403	1011.73	0.0258839	-0.0191674	0.00821624	1066.61	1080.1	0.00737526	98.7508	13.4928	281.073	-1.99374	0.0340692	0.0482123	1.99462	1.76729e-14	-1.13242e-15	1.99462	3.62803	211.479	179.021	1.38504	NaN	0.155337	0.157431	16.1435	0.373834	1.42481	0.107612	1	65.9889	29	64	138	274	645	3331	-0.026594	1.0108	-19.1544	1.02074	-10.4314	1.13656	5.04523	1.13656	-0.233341	1.13656	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	9	0	4	0	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	0.14134	0.139405	0.0341162	0.0662636	0.0506063	16.1216	NaN	NaN	-0.0169945	0.00504523	-0.233341	NaN	NaN	11.6436	442.788	11.8018	7.8549	90.9364	-0.277478	1	11.18	11.8084	317.357	357.503	-9.86566	0	96.3148	-42.7897	0	43.3086	49.8507	-43.4362	-31.608	0.319528	-0.518556	0.0958889	281.908	280.361	289.993	5	100.221	1.03268	201
DATA	2023-09-27T033000_smart3-00184.ghg	2023-09-27	04:00:00	270.1666	0	18000	18000	-0.0258413	0	NaN	-17.5635	0	NaN	-11.9853	0	NaN	4.04291	0	NaN	-0.26807	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.22513e-11	-3.29125e-13	NaN	NaN	16.8887	436.985	442.175	0.1	0	453.706	11.7394	11.8788	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	287.754	281.178	90348.5	1.11446	1011.69	0.0258744	-0.0173709	0.00817578	1060.92	1071.65	0.00733607	98.9987	10.7304	280.994	-1.81319	0.0410616	0.0426778	1.81416	-1.26009e-14	-7.25414e-16	1.81416	3.68374	211.323	178.703	1.348	NaN	0.152274	0.117369	16.3121	0.36997	1.46542	0.102299	1	58.6631	26	56	122	241	564	2882	-0.0255724	1.01052	-17.8539	1.01989	-9.45938	1.13335	4.49617	1.13335	-0.211574	1.13335	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	14	0	3	2	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87	0.124713	0.0727755	0.0372506	0.0462641	0.00379213	13.8823	NaN	NaN	-0.015835	0.00449617	-0.211574	NaN	NaN	11.634	436.985	11.7393	7.77649	90.5523	-0.291322	1	11	11.813	319.97	358.285	-7.38104	0	96.8246	-39.5408	0	43.3086	49.8507	-43.5112	-32.4783	0.319769	-0.518333	0.109889	281.911	280.562	289.992	5	99.9141	0.909054	205
