DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ALB_1_1_1	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	PTVOUT_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHFHEATER_1_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHF_1_1_1	SHF_2_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TRN_1_1_1	TSENSOR_1_1_1	TS_2_1_1	TS_3_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	[%]	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[OTHER]	[m]	[%]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[W/m^2]	[W/m^2]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[C]	[C]	[K]	[K]	[OTHER]	[Degrees_past_North]	[m/s]	048
DATA	2023-01-26T233000_smart3-00184.ghg	2023-01-27	00:00:00	27	0	18000	18000	-0.170495	0	NaN	-49.4635	0	NaN	22.7451	0	NaN	0.877319	0	NaN	0.504782	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.03369e-10	1.18852e-12	NaN	NaN	16.2437	410.833	412.783	0	0	186.767	4.72366	4.74608	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.002	272.992	89738.8	1.14317	1007.7	0.0252918	0.0327099	0.00336553	424.01	602.459	0.00294403	70.3798	178.45	268.223	9.59201	-2.63121	-0.0331044	9.94641	3.27589e-14	6.36364e-15	9.94641	14.0177	45.1712	344.66	-0.190697	NaN	0.386189	1.02447	93.9076	0.0509331	-2.17469	0.111184	0	39.3941	-5.97821	13.5227	33.6735	51.3542	72.025	107.907	-0.167395	1.01852	-46.4059	1.04143	20.2948	1.18066	2.73138	1.18066	0.450404	1.18066	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	7	12	2	10	5	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.25254	0.499728	0.296664	0.0952394	0.000470998	5.12161	NaN	NaN	-0.040284	0.00273138	0.450404	NaN	NaN	11.9413	410.832	4.72369	-4.98904	93.6351	-0.546092	1	1.57	11.8675	-1496.27	-11165.8	-8.62269	-0.328825	0	78.0025	11251.3	0	65.5276	60.4	-5.75291	-6.03727	0	NaN	1241.32	-340.406	273.689	271.203	0.522425	0.444459	272.283	NaN	5	202.338	9.7715	111
DATA	2023-01-27T000000_smart3-00184.ghg	2023-01-27	00:30:00	27.0208	0	18000	18000	-0.205575	1	NaN	-69.2752	0	NaN	35.9363	0	NaN	0.711889	0	NaN	0.797943	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.57914e-11	-5.44314e-13	NaN	NaN	16.2139	410.863	412.88	0	0	192.732	4.88386	4.90782	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.551	273.531	89744.4	1.14092	1007.79	0.0253401	0.0517067	0.00347303	438.416	626.488	0.00304406	69.98	188.072	268.665	11.1372	-2.7399	-0.110491	11.4698	-8.53343e-15	-2.8242e-15	11.4698	16.8446	43.6509	346.179	-0.551951	NaN	0.42448	1.56125	89.0461	0.0537138	-1.92772	0.141936	0	37.201	-5.64539	12.7699	31.7988	48.4952	68.0152	101.899	-0.201263	1.02143	-64.4127	1.04793	31.3113	1.20316	3.28745	1.20316	0.695249	1.20316	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	24	0	11	10	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.1637	0.545204	0.413594	0.0713276	0.000269249	11.3775	NaN	NaN	-0.0560202	0.00328745	0.695249	NaN	NaN	11.96	410.863	4.88386	-4.54756	93.6411	-0.532129	1	2.14	11.8487	433.683	-11163.4	-11.2873	-0.338536	0	77.3023	12789	0	65.5276	60.4	-4.98882	-7.08726	0	NaN	294.658	-897.325	274.207	272.026	1.04555	0.980225	272.19	NaN	5	201.085	11.4735	222
DATA	2023-01-27T003000_smart3-00184.ghg	2023-01-27	01:00:00	27.0416	0	18000	18000	-0.187643	1	NaN	-55.3802	0	NaN	35.0954	0	NaN	0.495544	0	NaN	0.779357	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.28103e-10	-1.55496e-12	NaN	NaN	16.207	410.822	412.881	0	0	196.727	4.98671	5.0117	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.698	273.648	89753.7	1.14051	1007.85	0.0253483	0.0505023	0.00354503	447.696	631.809	0.00310829	70.8594	184.113	268.943	10.3101	-2.84528	-0.0614407	10.6957	1.63821e-13	-7.90414e-15	10.6957	15.9056	45.1463	344.572	-0.329135	NaN	0.405618	1.52918	97.198	0.0492089	-1.57799	0.11878	0	38.1547	-5.79012	13.0973	32.614	49.7384	69.7589	104.511	-0.184027	1.01965	-51.3663	1.04406	30.6717	1.18937	2.54653	1.18937	0.681122	1.18937	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	14	2	3	3	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.95652	0.74735	0.354495	0.0842936	0.000481723	9.50051	NaN	NaN	-0.0446873	0.00254653	0.681122	NaN	NaN	11.8907	410.821	4.98672	-4.26972	93.6129	-0.590287	1	2.48667	11.8647	-189.557	-11162.6	-9.97818	-0.341343	0	77.8728	11231.2	0	65.5276	60.4	-4.8672	-6.59064	0	NaN	63.6777	-194.411	274.355	272.028	1.19749	1.12601	272.15	NaN	5	202.269	10.6275	024
DATA	2023-01-27T010000_smart3-00184.ghg	2023-01-27	01:30:00	27.0624	0	18000	18000	-0.285084	0	NaN	-60.9487	0	NaN	24.956	0	NaN	0.732548	0	NaN	0.554351	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.0712e-11	5.12608e-13	NaN	NaN	16.1856	410.686	412.821	0	0	203.794	5.17098	5.19786	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.947	273.946	89761.9	1.13929	1007.95	0.0253736	0.035922	0.00367236	464.281	645.555	0.00322337	71.9197	181.274	269.428	10.4291	-3.74234	0.0610394	11.0804	-9.16383e-14	2.51533e-15	11.0804	16.1277	49.6699	340.26	0.315631	NaN	0.500229	1.41948	165.67	0.0288706	-2.44224	0.106101	0	42.893	-6.50918	14.7238	36.6643	55.9154	78.4221	117.491	-0.279876	1.01861	-57.2782	1.04226	22.5315	1.18077	3.08331	1.18077	0.500495	1.18077	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	15	1	1	6	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.62371	0.812891	0.40236	0.0542182	0.000265684	11.6338	NaN	NaN	-0.0498785	0.00308331	0.500495	NaN	NaN	11.88	410.686	5.17097	-3.78549	93.5736	-0.325777	1	2.79	11.8652	922.066	-11161.2	-10.7883	-0.345991	0	78.6407	12226.8	0	65.5276	60.4	-4.56126	-6.51131	0	NaN	-73.9796	-217.567	274.658	272.402	1.5088	1.44476	272.155	NaN	5	207.414	10.7163	039
DATA	2023-01-27T013000_smart3-00184.ghg	2023-01-27	02:00:00	27.0833	0	18000	18000	-0.191808	0	NaN	-55.6819	0	NaN	24.5733	0	NaN	0.513539	0	NaN	0.545765	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.15728e-11	6.5773e-13	NaN	NaN	16.2007	410.706	412.869	0	0	206.614	5.23791	5.26549	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.814	273.782	89787.8	1.14027	1007.99	0.0253512	0.0353656	0.00372319	470.427	637.974	0.00326518	73.7376	167.547	269.603	9.9955	-2.69013	-0.0511242	10.3513	9.18404e-14	3.18337e-15	10.3513	15.9247	44.8309	344.937	-0.28298	NaN	0.410137	1.37525	99.9699	0.0478444	-2.26595	0.118119	0	39.3737	-5.97511	13.5157	33.656	51.3275	71.9876	107.851	-0.188235	1.01898	-52.2317	1.04256	22.0332	1.18416	2.66521	1.18416	0.489349	1.18416	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	4	26	1	17	11	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.86086	0.554602	0.335033	0.0509545	0.000258503	5.96605	NaN	NaN	-0.0454433	0.00266521	0.489349	NaN	NaN	11.88	410.706	5.2379	-3.60899	93.5022	0.951826	1	2.93	11.8655	5424.34	-11161.9	-5.43518	-0.334024	0	80.6068	15265.5	0	65.5276	60.4	-3.72262	-5.53879	0	NaN	793.052	2113.81	274.495	272.372	1.34961	1.28358	272.249	NaN	5	202.674	10.2577	047
DATA	2023-01-27T020000_smart3-00184.ghg	2023-01-27	02:30:00	27.1041	0	18000	18000	-0.184977	1	NaN	-51.9637	0	NaN	24.4597	0	NaN	0.813855	0	NaN	0.543235	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.68908e-12	1.13403e-13	NaN	NaN	16.1908	410.473	412.684	0	0	211.31	5.35717	5.38603	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.816	273.768	89779.5	1.14018	1008.05	0.0253522	0.0352016	0.00380781	481.093	637.324	0.00333967	75.4864	156.231	269.903	10.1281	-2.12587	-0.116425	10.3495	1.94002e-13	5.36667e-16	10.3495	15.9366	41.4403	348.146	-0.644554	NaN	0.402785	1.61745	101.46	0.0471418	-2.12446	0.112246	0	38.1927	-5.79589	13.1103	32.6466	49.7881	69.8285	104.616	-0.181543	1.01891	-48.676	1.04244	21.8819	1.18362	2.75818	1.18362	0.485983	1.18362	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	20	0	12	3	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.23986	0.646344	0.348689	0.0386135	0.000184778	5.8205	NaN	NaN	-0.0423506	0.00275818	0.485983	NaN	NaN	11.8693	410.473	5.35718	-3.30923	93.4067	0.98356	1	2.95	11.8612	2376	-11162.1	-8.61078	-0.338996	0	82.5231	11694.1	0	65.5276	60.4	-4.65934	-6.1406	0	NaN	882.465	2726.46	274.473	272.535	1.32394	1.25122	272.35	NaN	5	199.065	10.8473	224
DATA	2023-01-27T023000_smart3-00184.ghg	2023-01-27	03:00:00	27.1249	0	18000	18000	0.216309	0	NaN	-41.3589	0	NaN	23.0293	0	NaN	1.11103	0	NaN	0.511364	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.54127e-11	3.2646e-13	NaN	NaN	16.2046	410.575	412.752	0	0	208.169	5.27439	5.30236	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.622	273.56	89765	1.14089	1008.01	0.025337	0.0331364	0.00375121	473.582	627.806	0.00328796	75.4346	154.223	269.693	9.31991	-0.979347	-0.253194	9.37464	2.05984e-14	1.56824e-15	9.37464	14.4234	35.7367	354.001	-1.54766	NaN	0.435426	1.25922	161.025	0.0297035	-1.79593	0.0825936	0	42.3812	-6.43151	14.5481	36.2268	55.2482	77.4864	116.089	0.212909	1.01597	-38.7899	1.0361	20.8154	1.15973	2.61385	1.15973	0.462207	1.15973	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	27	55	3	9	5	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.52683	0.677451	0.314152	0.0513662	0.000231933	6.59837	NaN	NaN	-0.0337296	0.00261385	0.462207	NaN	NaN	11.86	410.576	5.27439	-3.52013	93.4065	0.717131	1	2.99	11.8612	1296.9	-11162.9	-7.48297	-0.312076	0	82.6456	12417.9	0	65.5276	60.4	-4.67156	-6.03902	0	NaN	1678.65	1720.51	274.29	272.301	1.14665	1.07584	272.398	NaN	5	191.981	11.159	106
DATA	2023-01-27T030000_smart3-00184.ghg	2023-01-27	03:30:00	27.1458	0	18000	18000	-0.206991	0	NaN	-39.8947	0	NaN	17.4187	0	NaN	1.02734	0	NaN	0.386682	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.16767e-10	-1.4754e-12	NaN	NaN	16.2249	410.727	412.87	0	0	205.008	5.18972	5.21679	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.295	273.284	89753.7	1.14194	1007.96	0.0253147	0.025057	0.00369425	465.922	615.384	0.00323507	75.7124	149.462	269.475	8.80155	-0.666542	-0.293528	8.83164	-2.3101e-14	-7.19677e-15	8.83164	14.3855	34.1771	355.669	-1.90463	NaN	0.42575	1.08233	156.034	0.0306535	-2.29033	0.0814099	0	43.8074	-6.64794	15.0377	37.4459	57.1073	80.0939	119.995	-0.20389	1.01521	-37.7171	1.03428	16.036	1.15363	2.53658	1.15363	0.355986	1.15363	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	23	51	1	10	6	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.1781	0.710059	0.276494	0.0484925	0.000196826	5.65297	NaN	NaN	-0.0327684	0.00253658	0.355986	NaN	NaN	11.8513	410.727	5.18973	-3.73732	93.3886	-0.203346	1	2.78	11.8628	2854.47	-11164	-8.42413	-0.323894	0	82.9512	12795.9	0	65.5276	60.4	-5.26991	-6.62417	0	NaN	-8.93833	1213.68	274.04	272.005	0.896416	0.823542	272.511	NaN	5	190.996	10.8773	158
DATA	2023-01-27T033000_smart3-00184.ghg	2023-01-27	04:00:00	27.1666	0	18000	18000	0.207565	0	NaN	-42.9463	0	NaN	11.2788	1	NaN	1.2935	0	NaN	0.250302	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.2762e-11	2.7906e-13	NaN	NaN	16.2463	410.743	412.822	0	0	199.177	5.03566	5.06114	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	278.052	272.956	89760.7	1.14346	1007.87	0.0252823	0.0162196	0.00358917	452.125	600.9	0.00313885	75.2414	148.774	269.074	9.14676	-0.923235	-0.276464	9.19739	-7.42999e-14	1.40106e-15	9.19739	14.3517	35.4827	354.236	-1.72251	NaN	0.426055	1.27963	145.263	0.0329266	-3.80771	0.0874651	0	42.7279	-6.48412	14.6671	36.5232	55.7001	78.1202	117.038	0.204304	1.01596	-40.9068	1.03598	10.7323	1.1598	2.93901	1.1598	0.238173	1.1598	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	14	45	3	11	5	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.56777	0.696784	0.294711	0.052272	0.000310977	8.7698	NaN	NaN	-0.0354952	0.00293901	0.238173	NaN	NaN	11.842	410.743	5.03569	-4.13823	93.4047	0.441436	1	2.57667	11.8651	3897.55	-11165.4	-10.644	-0.323913	0	82.6006	13367.5	0	65.5276	60.4	-5.43859	-6.48052	0	NaN	-95.087	1600.36	273.753	271.441	0.613873	0.532941	272.639	NaN	5	192.07	10.9124	049
