DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ALB_1_1_1	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	PTVOUT_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHFHEATER_1_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHF_1_1_1	SHF_2_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TC_1_1_1	TRN_1_1_1	TSENSOR_1_1_1	TS_2_1_1	TS_3_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	[%]	[OTHER]	[C]	[V]	[W/m^2]	[W/m^2]	[µmol/m^2/s]	[OTHER]	[m]	[%]	[W/m^2]	[OTHER]	[OTHER]	[OTHER]	[W/m^2]	[W/m^2]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[C]	[C]	[K]	[K]	[OTHER]	[Degrees_past_North]	[m/s]	048
DATA	2022-08-23T233000_smart3-00184.ghg	2022-08-24	00:00:00	236	0	18000	18000	-0.0261274	0	NaN	-31.8264	0	NaN	17.4567	0	NaN	5.56115	0	NaN	0.393429	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.12115e-11	-9.2341e-13	NaN	NaN	15.6513	417.022	422.231	0.1	0	463.052	12.3378	12.492	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	293.651	289.112	90212.6	1.082	1012.17	0.0266446	0.0254942	0.0083442	1113.33	1808.36	0.00771183	61.5655	695.034	281.704	-0.564227	1.77286	0.00888349	1.8605	7.88105e-14	-1.99418e-15	1.8605	3.9259	282.762	107.654	0.273576	NaN	0.155394	0.254627	9.55882	0.500375	-1.82316	0.187013	1	48.6487	21	47	101	201	472	2429	-0.0257557	1.01443	-30.0538	1.02889	16.1981	1.1919	5.84805	1.1919	0.365064	1.1919	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100099	899999999	899999999	89999	89999	89	89	17	13	7	6	7	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.298814	0.168672	0.0417685	0.192027	0.0142705	47.8048	NaN	NaN	-0.0274421	0.00584805	0.365064	NaN	NaN	12.2675	417.022	12.3379	8.48492	93.4931	-0.261983	1	20.23	11.8415	342.428	389.995	-12.0392	0.000522428	0	60.9468	-52.3055	0	60.1	60.4	-17.7858	-24.4115	0.404028	0.281217	-3.76305	0.975213	289.969	285.96	16.8102	16.4741	293.25	293.549	5	82.3907	0.949378	170
DATA	2022-08-24T000000_smart3-00184.ghg	2022-08-24	00:30:00	236.0208	0	18000	18000	0.00475664	1	NaN	-3.37127	1	NaN	-4.26316	2	NaN	-1.59901	2	NaN	-0.0960351	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.72053e-12	2.18053e-13	NaN	NaN	16.0468	426.687	431.891	0	1	453.213	12.051	12.198	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	293.118	288.622	90243.8	1.08433	1012	0.0265902	-0.00622308	0.00816689	1087.82	1752.45	0.00753172	62.0744	664.626	281.363	0.37118	1.47194	0.0211409	1.51816	-2.38093e-14	4.81127e-16	1.51816	2.67164	313.098	75.8467	0.797889	NaN	0.0662321	0.135287	6.98849	0.684411	0.790792	0.0463854	1	141.821	62	141	313	641	1583	9104	0.00467635	1.01717	-3.47126	1.03438	-3.23543	1.23558	-1.12273	1.23558	-0.0728838	1.23558	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	7	3	0	14	2	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.191867	0.0742346	0.00447236	0.160794	0.0266012	101.341	NaN	NaN	-0.00316332	-0.00112273	-0.0728838	NaN	NaN	12.2538	426.688	12.0511	8.14171	93.4476	-0.0934414	1	19.42	11.8213	342.199	385.211	-12.48	0.000299559	0	62.1072	-47.0889	0	60.1	60.4	-13.1382	-24.5966	0.403819	0.281947	-3.75326	0.323322	289.523	284.537	16.3956	16.2325	293.25	293.402	5	112.154	0.549661	125
DATA	2022-08-24T003000_smart3-00184.ghg	2022-08-24	01:00:00	236.0416	0	18000	18000	0.000564825	2	NaN	-3.18577	0	NaN	4.25322	0	NaN	1.59406	1	NaN	0.0957602	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.18284e-11	-6.03704e-13	NaN	NaN	15.8712	421.111	426.073	0	1	438.946	11.6466	11.7838	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	292.671	288.068	90264.7	1.08684	1011.77	0.026533	0.00620526	0.00790981	1051.56	1691.17	0.00727784	62.1792	639.616	280.864	0.139896	1.73457	0.027419	1.74042	-1.17345e-14	-1.37535e-15	1.74042	2.57354	304.592	85.389	0.90269	NaN	0.0227969	0.0773997	0.301591	15.8592	-0.749027	0.127085	1	1934.89	844	1803	3747	7108	NaN	NaN	0.000487961	1.15752	-2.37528	1.29724	1.45818	3.01728	0.567846	3.01728	0.0328307	3.01728	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	11	4	2	11	20	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0767514	0.0748728	0.00317532	0.13963	0.0343686	41.9279	NaN	NaN	-0.00216008	0.000567846	0.0328307	NaN	NaN	12.23	421.108	11.6465	7.64541	93.3991	-0.185151	1	18.65	11.8268	340.039	380.939	-11.0477	0.000433238	0	65.167	-44.7148	0	60.1	60.4	-20.0539	-27.1228	0.403778	0.282006	-3.3295	0.485588	288.471	283.792	15.3259	15.3243	293.25	293.224	5	107.273	0.682946	098
DATA	2022-08-24T010000_smart3-00184.ghg	2022-08-24	01:30:00	236.0624	0	18000	18000	-0.0131311	0	NaN	-18.7333	0	NaN	11.4094	1	NaN	7.07519	0	NaN	0.256807	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.53168e-13	1.56331e-14	NaN	NaN	16.424	435.383	440.807	0	0	464.158	12.3044	12.4576	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	292.226	287.773	90254.3	1.08755	1012.13	0.026509	0.0166411	0.00836413	1110.82	1659.34	0.0076908	66.9433	548.525	281.671	-0.257914	2.31437	0.0314982	2.32891	2.16264e-14	3.36805e-17	2.32891	3.67009	294.183	96.3588	0.774942	NaN	0.109882	0.126856	5.74356	0.832758	-1.64192	0.154883	1	133.137	59	131	291	592	1448	8155	-0.0128557	1.02142	-17.4178	1.04366	9.81021	1.27302	6.23297	1.27302	0.220812	1.27302	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100099	899999999	899999999	89999	89999	89	89	11	12	4	3	5	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.11649	0.121406	0.0158168	0.315617	0.173515	249.477	NaN	NaN	-0.0158237	0.00623297	0.220812	NaN	NaN	12.2354	435.373	12.3039	8.4455	93.3458	-0.166345	1	17.91	11.8313	339.248	379.519	-9.73198	0.000416289	0	69.9867	-43.9544	0	60.1	60.4	-21.4516	-28.9229	0.403764	0.282597	-3.17519	0.508596	288.017	283.836	14.8902	15.0478	293.25	293.035	5	96.6667	1.17878	164
DATA	2022-08-24T013000_smart3-00184.ghg	2022-08-24	02:00:00	236.0833	0	18000	18000	-0.0106601	0	NaN	-19.7398	0	NaN	17.0654	0	NaN	6.71533	0	NaN	0.383745	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.13786e-11	3.3053e-13	NaN	NaN	16.6141	438.895	444.563	0	0	482.613	12.7492	12.9139	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.542	286.77	90252.5	1.09115	1012.35	0.0264171	0.0248667	0.00869668	1150.96	1554.84	0.0079702	74.0241	403.884	282.196	-0.208818	2.07462	0.022601	2.08523	6.23758e-15	6.84876e-16	2.08523	3.15982	294.242	95.7477	0.621022	NaN	0.0988412	0.0557372	3.96742	1.20557	-1.15671	0.180796	1	144.5	64	141	310	626	1508	8213	-0.0103916	1.02583	-17.9976	1.05248	13.625	1.3347	5.68082	1.3347	0.30638	1.3347	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	17	12	2	5	8	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0532966	0.0413672	0.0168107	0.157861	0.0320671	77.067	NaN	NaN	-0.0162929	0.00568082	0.30638	NaN	NaN	12.24	438.893	12.7491	8.97563	93.2042	-0.155321	1	17.29	11.8276	336.62	377.675	-9.51091	0.000389596	0	75.7147	-44.8958	0	60.1	60.4	-22.7361	-29.3966	0.403736	0.280592	-3.33323	0.507789	287.228	283.884	14.0904	14.1467	293.25	292.85	5	95.9386	0.937114	154
DATA	2022-08-24T020000_smart3-00184.ghg	2022-08-24	02:30:00	236.1041	0	18000	18000	-0.00351449	0	NaN	-8.7108	0	NaN	0.00726991	2	NaN	3.47161	0	NaN	0.000163419	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.48727e-11	4.16889e-13	NaN	NaN	16.6111	438.338	443.791	0	0	465.62	12.2869	12.4397	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.235	286.408	90237.1	1.09254	1012.09	0.0263882	0.0000105896	0.00839047	1109.03	1518.56	0.00767982	73.0316	409.531	281.647	0.216517	2.19722	0.0326185	2.2081	-4.64971e-14	8.95342e-16	2.2081	2.8994	305.502	84.3722	0.846414	NaN	0.056717	0.0550338	1.69835	2.81626	-1198.2	0.138896	1	493.34	217	483	1063	2148	5193	NaN	-0.00334697	1.05005	-7.92763	1.1001	0.355312	1.6237	2.41944	1.6237	0.00798702	1.6237	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	18	8	4	18	18	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0290756	0.0750302	0.00596188	0.104806	0.0218792	148.17	NaN	NaN	-0.0071695	0.00241944	0.00798702	NaN	NaN	12.2225	438.333	12.2867	8.42458	93.175	-0.202999	1	16.7533	11.8255	335.536	378.084	-10.8585	0.000394257	0	76.4319	-46.2099	0	60.1	60.4	-2.26836	-55.6349	0.449456	0.318547	-3.06051	0.600627	286.605	284.096	13.4599	13.593	292.329	292.149	5	106.674	1.03399	146
DATA	2022-08-24T023000_smart3-00184.ghg	2022-08-24	03:00:00	236.1249	0	18000	18000	0.000851465	0	NaN	-1.9813	0	NaN	1.34467	1	NaN	1.22384	1	NaN	0.0302307	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.38183e-11	-6.47132e-13	NaN	NaN	16.2543	429.129	434.191	-0.1	0	441.622	11.6592	11.7968	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.45	286.549	90237.9	1.09227	1011.74	0.0264009	0.00195895	0.00795803	1052.39	1532.59	0.00728578	68.6671	480.205	280.876	0.475216	2.00759	0.0324258	2.06332	1.46823e-14	-1.46535e-15	2.06332	2.58329	313.106	76.6827	0.900459	NaN	0.0279202	0.0255431	0.890657	5.3702	-1.47344	0.0642142	1	1734.01	763	1708	3781	7690	NaN	NaN	0.000790858	1.07663	-1.6829	1.15069	0.741824	1.9572	0.670635	1.9572	0.0166776	1.9572	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800111199	899999999	899999999	89999	89999	89	89	15	8	3	29	17	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0190412	0.0304784	0.00156652	0.0570689	0.0281645	14.0332	NaN	NaN	-0.00152285	0.000670635	0.0166776	NaN	NaN	12.2138	429.125	11.6591	7.658	93.2132	-0.362499	1	16.2733	11.8314	336.842	375.337	-12.6944	0.000456118	0	71.8981	-41.7086	0	60.1	60.4	-38.8452	-73.7606	0.524542	0.419669	-2.40925	0.80447	286.723	282.89	13.5589	13.6013	289.811	290.722	5	115.483	0.935613	209
DATA	2022-08-24T030000_smart3-00184.ghg	2022-08-24	03:30:00	236.1458	0	18000	18000	-0.00358924	2	NaN	-2.10212	1	NaN	0.00922583	2	NaN	0.391934	2	NaN	0.000207341	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.35666e-11	9.04616e-13	NaN	NaN	16.4497	433.722	438.852	-0.5	0	443.319	11.6888	11.827	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.184	286.183	90240.5	1.09368	1011.75	0.0263665	0.0000134357	0.00798861	1055.08	1496.44	0.00730432	70.5064	441.354	280.914	0.0836222	0.765106	0.0165609	0.76984	-2.00436e-15	2.04055e-15	0.76984	1.99475	310.521	83.7626	1.23265	NaN	0.0572869	0.153235	7.25136	0.6596	-227.852	0.0331617	1	61.1215	27	59	128	256	604	3153	-0.00353492	1.01536	-2.04382	1.02882	0.115722	1.21033	0.41397	1.21033	0.00260074	1.21033	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800100199	800101199	899999999	899999999	89999	89999	89	89	3	1	5	8	17	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.208523	0.097257	0.000690302	0.0696696	0.0173586	6.26204	NaN	NaN	-0.00184704	0.00041397	0.00260074	NaN	NaN	12.19	433.72	11.6887	7.69577	93.1824	-0.338983	1	15.82	11.8362	337.26	374.823	-14.5503	0.000295746	0	71.7315	-40.8028	0	60.1	60.4	-45.2237	-45.6908	0.519556	0.387283	-2.5547	0.684587	286.658	282.622	13.5334	13.5576	289.948	291.147	5	109.315	0.306625	050
DATA	2022-08-24T033000_smart3-00184.ghg	2022-08-24	04:00:00	236.1666	0	18000	18000	-0.00749238	1	NaN	-4.20736	1	NaN	-0.68838	2	NaN	2.56834	1	NaN	-0.015474	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.17254e-11	-2.23277e-12	NaN	NaN	16.5259	436.045	441.302	0.1	0	451.493	11.9129	12.0565	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	291.506	286.411	90246.8	1.0928	1011.88	0.0263856	-0.00100272	0.0081359	1075.39	1518.85	0.00744502	70.8029	443.46	281.194	-0.612305	1.01071	0.0110403	1.18176	-6.06861e-14	-4.94531e-15	1.18176	1.7481	270.878	121.208	0.535276	NaN	0.0828019	0.06617	10.9411	0.437157	6.11198	0.0459516	1	62.9944	28	61	133	266	633	3350	-0.00739862	1.01267	-4.14581	1.02405	-0.352936	1.17118	2.38616	1.17118	-0.00793362	1.17118	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800001099	800111199	899999999	899999999	89999	89999	89	89	0	8	4	1	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0608532	0.0706069	0.000879968	0.115833	0.137168	28.4676	NaN	NaN	-0.00374921	0.00238616	-0.00793362	NaN	NaN	12.1846	436.042	11.9129	7.97502	93.1686	-0.64533	1	15.38	11.835	337.815	375.468	-8.78154	0.000279221	0	74.5128	-40.9003	0	60.1	60.4	-40.0929	-39.1248	0.523075	0.384233	-2.09784	1.14999	286.563	282.539	13.4102	13.2911	290.576	291.15	5	70.7006	0.364044	008
