DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	TA_0_0_1	ALB_1_1_2	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	LWIN_1_1_2	LWOUT_1_1_2	PPFD_1_1_1	PTVOUT_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_2	SHFHEATER_1_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHF_1_1_1	SHF_2_1_1	SWC_2_1_1	SWIN_1_1_1	SWOUT_1_1_1	SWIN_1_1_2	SWOUT_1_1_2	TA_1_1_1	TC_1_1_2	TS_2_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATA	2023-08-06T143000_smart3-00184.ghg	2023-08-06	15:00:00	218.6249	1	18000	18000	-0.421572	0	NaN	11.1647	0	NaN	409.651	0	NaN	-29.637	0	NaN	9.29913	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.37917e-11	-3.55128e-12	NaN	NaN	14.1208	384.822	391.202	0	0	598.472	16.3096	16.58	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.505	296.562	90474.3	1.05629	1014.56	0.0272521	0.602583	0.0107845	1476	2871.6	0.0102098	51.3998	1395.6	285.938	5.15178	-1.78153	-0.0369551	5.45124	-9.91342e-14	-5.93391e-15	5.45124	10.8836	49.4126	340.924	-0.388423	NaN	0.63175	2.49333	-1836.29	-0.00328651	0.0272543	-0.0164909	0	72.161	-10.9507	24.7705	61.6821	94.0691	131.933	197.66	-0.417841	1.00893	34.8567	1.01588	374.879	1.07246	-31.4345	1.07246	8.5098	1.07246	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	10	3	38	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.64761	2.98468	0.354371	0.0457177	0.0290717	1869.92	NaN	NaN	0.0325258	-0.0314345	8.5098	NaN	NaN	13.16	384.821	16.3097	12.6831	96.8136	23.7045	0.180972	1	28.33	11.8371	8236.47	-11043.5	333.5	453.611	1427.34	-0.133061	0	51.1953	711.135	0	60.1	60.4	13.3997	14.9312	0.358245	5265.82	3939.46	868.243	157.197	296.87	297.671	294.45	5	296.199	5.88018	243
DATA	2023-08-06T150000_smart3-00184.ghg	2023-08-06	15:30:00	218.6457	1	18000	18000	-0.318994	0	NaN	-0.0435048	0	NaN	370.337	0	NaN	-25.2313	0	NaN	8.40787	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.08197e-10	1.32267e-11	NaN	NaN	14.0836	384.12	390.558	0	0	604.417	16.485	16.7614	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.688	296.704	90444	1.05536	1014.66	0.0272743	0.54483	0.0108916	1491.37	2896.31	0.0103203	51.4922	1404.94	286.096	4.77604	-1.90281	-0.0643418	5.14154	8.56064e-14	2.18834e-14	5.14154	11.7988	51.2649	338.277	-0.717025	NaN	0.549783	2.19286	310529	0.0000194346	-0.000117473	0.0000738969	0	70.6715	-10.7247	24.2592	60.4089	92.1274	129.21	193.58	-0.316193	1.00886	21.5894	1.01529	340.3	1.07034	-26.5895	1.07034	7.72592	1.07034	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	4	3	7	27	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.61271	2.49026	0.282746	0.0359741	0.0258951	1741.67	NaN	NaN	0.0201614	-0.0265895	7.72592	NaN	NaN	13.1358	384.12	16.4851	12.8441	96.8289	23.9266	0.185047	1	28.9	11.8323	10375.5	-11042.2	332.044	453.724	1293.78	-0.142273	0	51.0012	660.895	0	60.1	60.4	13.2459	14.3364	0.357394	5499.17	4374.99	812.079	150.257	297.079	297.759	294.45	5	299.366	5.40514	154
DATA	2023-08-06T153000_smart3-00184.ghg	2023-08-06	16:00:00	218.6665	1	18000	18000	-0.239732	0	NaN	-0.96123	0	NaN	375.428	0	NaN	-26.9385	0	NaN	8.52376	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.43355e-12	-3.98795e-13	NaN	NaN	14.1342	385.586	391.976	0	0	597.51	16.3003	16.5704	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.739	296.74	90434.8	1.05519	1014.56	0.0272804	0.552339	0.0107671	1474.51	2902.74	0.0102039	50.7973	1428.22	285.922	4.32298	-1.98304	-0.107686	4.75733	2.32615e-14	-6.67428e-16	4.75733	9.43524	54.7666	335.358	-1.29704	NaN	0.476648	1.78705	9157.7	0.000659008	-0.00256035	0.00188374	0	67.7226	-10.2772	23.247	57.8883	88.2833	123.819	185.503	-0.237638	1.00881	21.0401	1.01459	345.947	1.06776	-28.2677	1.06776	7.85441	1.06776	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010099	899999999	899999999	89999	89999	89	89	3	8	2	48	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.72333	1.61436	0.23642	0.0289049	0.0220299	1620.42	NaN	NaN	0.0196534	-0.0282677	7.85441	NaN	NaN	13.11	385.586	16.3004	12.6718	96.9123	24.0025	0.189025	1	29.2667	11.8338	6475.97	-11041.8	333.887	452.038	1130.05	-0.135591	0	50.1294	595.515	0	60.1	60.4	11.6618	13.4702	0.357025	5150.75	499.892	734.9	139.229	297.156	297.525	294.45	5	302.87	5.08744	171
DATA	2023-08-06T160000_smart3-00184.ghg	2023-08-06	16:30:00	218.6873	1	18000	18000	-0.17264	0	NaN	-8.94236	1	NaN	282.113	0	NaN	-19.6937	0	NaN	6.40541	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.1891e-11	-3.45764e-12	NaN	NaN	14.1514	386.08	392.478	0	0	597.505	16.3013	16.5714	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.832	296.787	90442.9	1.05512	1014.56	0.0272822	0.415071	0.010767	1474.73	2910.82	0.0102045	50.6637	1436.09	285.925	4.05003	-1.52634	-0.0763732	4.32878	-5.69601e-15	-5.78679e-15	4.32878	8.73944	50.3992	339.35	-1.01093	NaN	0.404501	1.24886	601.664	0.0100305	-0.0316978	0.0206515	0	65.5332	-9.94491	22.4954	56.0168	85.4291	119.816	179.506	-0.171127	1.00884	7.74978	1.01387	261.279	1.06497	-20.4408	1.06497	5.93237	1.06497	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	10	6	2	25	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.23506	1.07781	0.184845	0.0601245	0.0245533	1550.4	NaN	NaN	0.0072395	-0.0204408	5.93237	NaN	NaN	13.11	386.078	16.3015	12.6754	96.8797	24.13	0.191389	1	29.6	11.8375	6052.05	-11041	337.538	449.781	883.686	-0.113257	0	49.8299	482.101	0	60.1	60.4	9.40996	12.4633	0.356294	5413.79	3017.85	597.163	115.799	297.258	297.192	294.442	5	299.14	4.59144	085
DATA	2023-08-06T163000_smart3-00184.ghg	2023-08-06	17:00:00	218.7082	1	18000	18000	-0.12472	0	NaN	-12.6517	2	NaN	186.934	0	NaN	-12.3711	0	NaN	4.24381	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0925e-11	3.74135e-12	NaN	NaN	14.1705	386.363	392.605	0	0	583.081	15.8979	16.1548	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.864	296.656	90458.8	1.05593	1014.33	0.0272654	0.274999	0.0105071	1438.5	2887.98	0.00995054	49.8097	1449.49	285.545	3.53426	-1.16847	-0.0419372	3.72264	-4.25677e-14	6.41652e-15	3.72264	8.16616	49.5238	341.706	-0.645477	NaN	0.343677	1.16214	260.839	0.0231368	-0.0676802	0.0343702	0	63.318	-9.60876	21.735	54.1233	82.5415	115.766	173.438	-0.123886	1.00674	-1.53397	1.01193	173.546	1.06591	-12.6153	1.06591	3.93987	1.06591	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	14	5	5	17	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.910517	1.26835	0.145414	0.0369359	0.0107295	1010.46	NaN	NaN	-0.00143219	-0.0126153	3.93987	NaN	NaN	13.11	386.362	15.8979	12.3053	96.9035	23.9118	0.196778	1	29.44	11.8358	3683.18	-11042.3	345.035	445.818	661.856	-0.148597	0	49.12	368.345	0	60.1	60.4	7.73538	11.6809	0.35645	5069.24	1583.17	460.756	92.1217	297.075	296.594	294.435	5	297.474	3.82778	239
DATA	2023-08-06T170000_smart3-00184.ghg	2023-08-06	17:30:00	218.729	1	18000	18000	-0.100107	1	NaN	-26.1147	1	NaN	163.636	1	NaN	-11.4989	1	NaN	3.71352	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.78737e-11	7.55998e-13	NaN	NaN	14.092	383.776	390.108	0	0	596.046	16.2325	16.5003	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.686	296.275	90448.3	1.05703	1014.51	0.0272336	0.240636	0.0107407	1468.59	2822.39	0.0101612	52.0336	1353.8	285.861	2.8841	-1.93676	-0.119829	3.47612	-3.03368e-14	1.26836e-15	3.47612	6.61955	62.9056	326.117	-1.97549	NaN	0.307743	0.825673	90.7269	0.0665183	-0.15959	0.0791319	0	70.7481	-10.7363	24.2855	60.4744	92.2273	129.35	193.79	-0.0993859	1.00726	-16.2706	1.01331	151.675	1.07558	-10.9393	1.07558	3.44208	1.07558	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	4	3	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.926981	0.636014	0.0883511	0.0472625	0.01874	1198.76	NaN	NaN	-0.0151725	-0.0109393	3.44208	NaN	NaN	13.11	383.776	16.2324	12.618	96.9018	23.7274	0.205908	1	29.1633	11.8355	6413.27	-11043.4	341.143	441.373	487.747	-0.140313	0	50.8231	281.814	0	60.1	60.4	6.22037	10.1145	0.356367	5455.37	3346.37	355.939	73.5449	296.874	295.901	294.359	5	308.292	3.14719	242
DATA	2023-08-06T173000_smart3-00184.ghg	2023-08-06	18:00:00	218.7498	1	18000	18000	-0.078415	1	NaN	-16.9312	1	NaN	166.876	1	NaN	-13.9437	1	NaN	3.78681	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.36727e-11	-2.8568e-12	NaN	NaN	13.9536	379.934	386.523	-0.1	0	626.055	17.0465	17.3421	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.594	296.212	90446.2	1.05691	1014.96	0.0272284	0.245386	0.0112815	1542.2	2811.61	0.0106741	54.8512	1269.41	286.61	2.22941	-1.33173	-0.0733062	2.59791	6.69139e-14	-4.56318e-15	2.59791	5.55979	59.3381	329.148	-1.61695	NaN	0.272384	0.46591	97.0433	0.0621887	-0.10146	0.0579454	0	70.4366	-10.689	24.1786	60.2082	91.8213	128.781	192.937	-0.0778808	1.00686	-6.96366	1.01083	155.437	1.06474	-13.7491	1.06474	3.52724	1.06474	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800100099	899999999	899999999	89999	89999	89	89	12	2	5	10	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.498677	0.36316	0.0699825	0.0254977	0.024803	1328.17	NaN	NaN	-0.00649158	-0.0137491	3.52724	NaN	NaN	13.11	379.934	17.0465	13.3664	96.8998	23.7635	0.212844	1	28.9	11.8367	7356.6	-11043.2	338.465	442	442.356	-0.184772	0	53.2495	275.546	0	60.1	60.4	4.99433	7.53215	0.356219	5269.45	3574.34	350.077	74.6597	296.911	296.039	294.32	5	307.083	2.14091	063
DATA	2023-08-06T180000_smart3-00184.ghg	2023-08-06	18:30:00	218.7707	1	18000	18000	-0.054287	0	NaN	-21.0696	0	NaN	100.793	0	NaN	-5.32553	0	NaN	2.28619	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.11674e-12	-2.71948e-13	NaN	NaN	14.1188	383.712	390.372	0	0	627.717	17.0597	17.3557	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.341	295.738	90471.3	1.05889	1014.96	0.0271773	0.148145	0.0113115	1543.82	2732.05	0.0106824	56.508	1188.22	286.626	1.77968	-1.84335	-0.0795717	2.56349	-1.71358e-14	-4.33233e-16	2.56349	5.14414	75.4079	313.993	-1.77876	NaN	0.226424	0.411418	44.8026	0.134702	-0.209038	0.0865835	0	67.2352	-10.2032	23.0797	57.4716	87.6479	122.927	184.168	-0.053878	1.00759	-14.9877	1.01338	93.2417	1.08222	-4.86685	1.08222	2.11491	1.08222	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	10	10	1	3	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.426309	0.342204	0.0543222	0.0598809	0.0160874	598.252	NaN	NaN	-0.0139456	-0.00486685	2.11491	NaN	NaN	13.11	383.709	17.0597	13.3948	96.871	23.4057	0.21458	1	28.73	11.8161	4858.7	-11045.3	329.664	436.638	261.612	-0.152165	0	54.8833	184.645	0	60.1	60.4	4.14008	4.47631	0.356175	4623.02	2388.88	236.27	51.621	296.525	295.269	294.259	5	317.867	1.74959	100
DATA	2023-08-06T183000_smart3-00184.ghg	2023-08-06	19:00:00	218.7915	1	18000	18000	-0.0175293	0	NaN	-15.0832	0	NaN	29.3011	0	NaN	1.25535	1	NaN	0.663688	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.49727e-11	-6.47545e-13	NaN	NaN	14.4566	390.97	397.695	-0.1	0	625.225	16.9089	17.1997	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.677	294.304	90475	1.06415	1014.84	0.0270444	0.043007	0.0112666	1530.24	2503.12	0.0105874	61.1332	972.883	286.49	1.55381	-1.89782	-0.122449	2.45581	-4.09991e-14	-1.0357e-15	2.45581	4.49519	80.185	309.308	-2.85801	NaN	0.128345	0.178835	11.398	0.529481	-0.514764	0.10882	1	128.271	56	126	279	566	1377	7673	-0.0173078	1.0128	-13.1462	1.0255	25.9657	1.15982	1.45012	1.15982	0.588139	1.15982	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	17	18	2	0	2	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.23457	0.096221	0.0268801	0.150739	0.00758665	267.143	NaN	NaN	-0.012173	0.00145012	0.588139	NaN	NaN	12.693	390.968	16.9086	13.2649	96.7638	21.8433	0.205606	1	27.8133	11.8253	7049.84	-11054.5	332.064	423.253	112.249	-0.214427	0	60.1532	59.7742	0	60.1	60.4	3.7955	3.56308	0.356578	5342.59	-512.306	75.241	15.4762	294.955	292.457	294.25	5	323.597	1.44183	054
DATA	2023-08-06T190000_smart3-00184.ghg	2023-08-06	19:30:00	218.8123	1	18000	18000	0.00385263	2	NaN	-2.60447	1	NaN	5.02096	1	NaN	0.0421673	2	NaN	0.113638	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.61479e-11	-4.15964e-12	NaN	NaN	14.7047	396.564	403.486	0	1	636.17	17.1565	17.456	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.276	293.492	90479.6	1.06705	1014.96	0.0269685	0.00736377	0.0114638	1552.73	2381.1	0.0107434	65.2105	828.373	286.714	0.87183	-1.16624	-0.094234	1.45914	-7.0555e-14	-6.53857e-15	1.45914	2.95059	82.1726	306.78	-3.70285	NaN	0.0600878	0.195665	6.77398	0.890909	-0.51872	0.040022	1	210.755	93	209	466	954	2357	NaN	0.00379741	1.01454	-2.27408	1.02846	4.31473	1.19709	0.0982235	1.19709	0.0976545	1.19709	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	26	11	3	15	1	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.343012	0.0413671	0.0069519	0.0317932	0.0085251	95.4536	NaN	NaN	-0.00209977	0.0000982235	0.0976545	NaN	NaN	12.5623	396.563	17.1565	13.4918	96.6865	21.0089	0.218189	1	26.3667	11.835	6994.3	-11059.3	339.96	417.368	53.6516	-0.253955	0	64.1674	35.2003	0	60.1	60.4	-0.0118943	1.39231	0.355964	5337.43	2066.36	44.9792	9.77864	294.152	291.373	294.25	5	326.377	0.647989	201
DATA	2023-08-06T193000_smart3-00184.ghg	2023-08-06	20:00:00	218.8332	0	18000	18000	-0.0129903	2	NaN	-7.44162	1	NaN	18.0935	1	NaN	2.11308	1	NaN	0.409369	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.94834e-11	3.79384e-12	NaN	NaN	14.8667	400.262	407.172	0	0	630.308	16.97	17.2629	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.229	293.144	90523.8	1.06891	1014.85	0.0269233	0.0265271	0.0113581	1536.6	2330.4	0.0106259	65.9372	793.799	286.554	0.854867	-0.537081	-0.0487319	1.01076	1.2233e-13	6.01904e-15	1.01076	2.43611	66.3968	327.86	-2.76349	NaN	0.11024	0.354426	14.6449	0.41209	-0.411287	0.0622278	1	38.6033	17	37	79	154	353	1735	-0.0128583	1.01026	-6.31953	1.01699	16.4541	1.12059	2.04989	1.12059	0.372278	1.12059	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	4	0	8	6	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.605601	0.0983287	0.00492282	0.0245602	0.00411806	158.945	NaN	NaN	-0.00582559	0.00204989	0.372278	NaN	NaN	12.35	400.261	16.9699	13.3304	96.6585	20.8254	0.222603	1	25.3	11.8378	9206.77	-11060.4	340.565	413.245	8.62269	-0.255596	0	64.1333	12.4864	0	60.1	60.4	-3.63218	-1.21797	0.356572	5187.43	412.796	16.0801	3.60967	293.973	290.572	294.25	5	307.356	0.450904	199
DATA	2023-08-06T200000_smart3-00184.ghg	2023-08-06	20:30:00	218.854	0	18000	18000	0.00630682	1	NaN	4.40073	2	NaN	-2.99656	2	NaN	-4.28106	2	NaN	-0.0677678	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.08287e-11	3.70503e-12	NaN	NaN	15.3981	413.831	420.937	0	1	628.109	16.8807	17.1706	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.873	292.689	90544.1	1.07085	1014.79	0.0268755	-0.00439136	0.0113185	1528.86	2265.52	0.0105696	67.484	736.655	286.476	1.17678	-0.794396	-0.091031	1.42273	2.74519e-14	5.8987e-15	1.42273	2.00468	62.2266	325.978	-3.66849	NaN	0.0767432	0.111857	-8.35591	-0.722243	-1.46859	-0.0527689	1	75.2001	34	59	97	144	229	506	0.00620923	1.01572	4.16489	1.01391	-3.16105	1.05352	-4.23916	1.05352	-0.0714878	1.05352	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	0	5	2	0	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.070952	0.151016	0.00174548	0.0526895	0.0772012	72.9893	NaN	NaN	0.00383264	-0.00423916	-0.0714878	NaN	NaN	12.3113	413.825	16.8806	13.2545	96.6183	20.2949	-0.0310721	1	24.43	11.8366	5827.4	-11063.4	332.102	407.384	-5.67742	-0.23768	0	66.3299	-0.361555	0	60.1	60.4	-6.50692	-3.4947	0.356156	4769.08	1822.56	-0.254278	0.111889	293.418	289.458	294.25	5	306.116	0.601851	104
DATA	2023-08-06T203000_smart3-00184.ghg	2023-08-06	21:00:00	218.8748	0	18000	18000	0.000649359	2	NaN	-2.31923	0	NaN	0.637613	2	NaN	3.65661	0	NaN	0.0144065	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.43393e-11	-5.61003e-13	NaN	NaN	16.3408	437.795	445.424	0	0	639.308	17.128	17.4265	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.074	291.735	90531.8	1.07411	1014.91	0.0267916	0.000933542	0.0115203	1551.05	2134.7	0.0107255	72.659	583.647	286.697	0.606841	-1.87133	-0.104232	1.97002	-8.52694e-14	-8.77517e-16	1.97002	2.71624	102.096	287.967	-3.03287	NaN	0.0245877	0.105558	0.521409	11.5744	-3.63736	0.0865266	1	2800.48	1225	2658	5645	NaN	NaN	NaN	0.000586983	1.10626	-1.9124	1.20527	0.3574	2.33081	1.61724	2.33081	0.00807526	2.33081	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	9	8	1	13	14	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0909402	0.11659	0.00358542	0.112253	0.182247	78.1517	NaN	NaN	-0.0017543	0.00161724	0.00807526	NaN	NaN	12.27	437.792	17.128	13.4754	96.5408	19.1648	0.0291084	1	23.4	11.8377	4239.29	-11069.9	333.011	403.753	-8.59225	-0.262935	0	72.0835	-0.746	0	60.1	60.4	-9.95123	-6.2104	0.356219	4753.33	752.645	-0.764194	-0.0163889	292.279	288.923	294.25	5	345.978	0.831578	130
