DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	TA_0_0_1	ALB_1_1_2	LOGGERPOWER_1_1_1	LOGGERTEMP_1_1_1	VIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	LWIN_1_1_2	LWOUT_1_1_2	PPFD_1_1_1	PTVOUT_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_2	SHFHEATER_1_1_1	SHFSENS_1_1_1	SHFSENS_2_1_1	SHF_1_1_1	SHF_2_1_1	SWC_2_1_1	SWIN_1_1_1	SWOUT_1_1_1	SWIN_1_1_2	SWOUT_1_1_2	TA_1_1_1	TC_1_1_2	TS_2_1_1	VERSION_1_1_1	WD_1_1_1	WS_1_1_1	CHK
DATA	2023-08-06T080000_smart3-00184.ghg	2023-08-06	08:30:00	218.3541	1	18000	18000	-0.554834	0	NaN	22.2841	0	NaN	191.55	0	NaN	-17.9747	0	NaN	4.3225	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.45873e-10	5.97516e-12	NaN	NaN	14.9738	399.425	406.068	0	0	613.349	16.361	16.6331	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	293.968	290.425	90519.6	1.07912	1014.45	0.0266748	0.280098	0.0110526	1481.39	1965.75	0.0102422	75.3598	484.366	285.993	7.24325	2.65995	0.677348	7.74615	1.0343e-13	9.74185e-15	7.74615	14.3903	10.0005	20.1651	5.01653	NaN	0.717044	2.75763	-1345.54	-0.00448517	0.116336	-0.0283888	0	64.6018	-9.80357	22.1757	55.2206	84.2149	118.113	176.954	-0.549264	1.01014	32.5949	1.02075	171.29	1.08886	-19.0577	1.08886	3.86532	1.08886	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800100099	800000099	800000099	899999999	899999999	89999	89999	89	89	0	6	2	26	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.16888	1.74437	0.602012	0.0541182	0.00560581	172.743	NaN	NaN	0.0297747	-0.0190577	3.86532	NaN	NaN	12.89	399.424	16.361	12.7701	96.395	17.4626	0.243075	1	19.6733	11.8326	4428.17	-11079.4	304.734	413.678	817.307	0.0502533	0	75.5181	259.571	0	60.1	60.4	-29.5659	-31.2912	0.359633	5495.8	2183	342.967	83.2711	290.636	291.53	294.453	5	256.467	7.57985	242
DATA	2023-08-06T083000_smart3-00184.ghg	2023-08-06	09:00:00	218.3749	1	18000	18000	-0.56638	0	NaN	30.6008	0	NaN	264.165	0	NaN	-23.0517	0	NaN	5.96616	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.48685e-10	1.03114e-11	NaN	NaN	14.8151	396.38	403.003	0	0	614.293	16.4354	16.7101	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.584	291.302	90520.7	1.07586	1014.51	0.026755	0.386607	0.0110696	1488.15	2077.43	0.0102891	71.6339	589.287	286.063	7.80569	2.1668	0.664238	8.12804	2.39018e-14	1.67859e-14	8.12804	14.7065	14.7735	15.5142	4.68754	NaN	0.725565	3.06497	-1015.24	-0.00594441	0.11584	-0.0386407	0	61.9466	-9.40063	21.2643	52.951	80.7536	113.258	169.681	-0.56054	1.01042	44.804	1.02161	235.614	1.09164	-24.5896	1.09164	5.32134	1.09164	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	0	7	1	13	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.74367	1.70167	0.684595	0.0292522	0.00609574	278.716	NaN	NaN	0.0410493	-0.0245896	5.32134	NaN	NaN	13.8792	396.379	16.4355	12.8377	96.4476	18.3303	0.224992	1	20.6967	11.8406	8897.06	-11074.6	308.034	419.823	997.392	0.054102	0	71.9611	337.597	0	60.1	60.4	-26.9767	-29.6818	0.360078	5499.17	731.392	436.003	97.9447	291.497	292.509	294.45	5	260.705	8.14625	152
DATA	2023-08-06T090000_smart3-00184.ghg	2023-08-06	09:30:00	218.3957	1	18000	18000	-0.597353	0	NaN	46.9299	0	NaN	290.379	0	NaN	-28.2515	0	NaN	6.56125	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.68944e-10	-7.11187e-12	NaN	NaN	14.7761	395.898	402.608	0	0	622.014	16.6657	16.9482	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	294.888	291.782	90540.9	1.07423	1014.65	0.0267931	0.425169	0.0112087	1509.33	2140.94	0.0104341	70.4986	631.608	286.279	8.05014	1.96447	0.634141	8.31085	5.61144e-14	-1.14336e-14	8.31085	15.1245	16.6269	13.7149	4.37608	NaN	0.745704	3.14168	-718.806	-0.00839587	0.161616	-0.057739	0	62.6296	-9.50428	21.4987	53.5348	81.644	114.507	171.552	-0.591112	1.01056	62.251	1.02203	257.534	1.09297	-30.2204	1.09297	5.8191	1.09297	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800100099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	8	1	10	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.22126	2.35854	0.703569	0.0914256	0.0116332	365.739	NaN	NaN	0.0571126	-0.0302204	5.8191	NaN	NaN	14.0909	395.896	16.6659	13.0523	96.4676	18.7473	1.07279	1	21.54	11.8392	8019.18	-11072.2	322.477	424.463	1157.79	0.0142827	0	70.7818	256.042	0	60.1	60.4	-24.0756	-27.7331	0.359892	5499.17	2478.93	367.226	115.827	291.917	293.292	294.45	5	262.652	8.41931	037
DATA	2023-08-06T093000_smart3-00184.ghg	2023-08-06	10:00:00	218.4165	1	18000	18000	-0.435732	0	NaN	21.4482	0	NaN	307.087	0	NaN	-22.0502	0	NaN	6.94403	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5007e-10	6.31078e-12	NaN	NaN	14.6643	393.894	400.528	0	0	616.668	16.5641	16.8431	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.473	292.567	90556.1	1.07157	1014.61	0.0268607	0.449973	0.0111124	1500.38	2248.31	0.0103701	66.7339	747.926	286.188	7.83828	1.46507	0.526468	7.99144	-1.79723e-14	1.02337e-14	7.99144	15.1851	19.6653	10.5865	3.77732	NaN	0.637674	2.87735	-983.599	-0.00613563	0.0698442	-0.0309366	0	57.0184	-8.65277	19.5726	48.7385	74.3293	104.248	156.182	-0.431282	1.01032	38.3497	1.0213	275.215	1.09064	-23.6327	1.09064	6.22331	1.09064	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800100099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	15	1	14	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	3.28492	1.81923	0.650553	0.0669508	0.010899	492.996	NaN	NaN	0.0352729	-0.0236327	6.22331	NaN	NaN	14.04	393.893	16.5641	12.959	96.5255	19.5968	0.199431	1	22.39	11.8399	9092.84	-11067.4	325.766	428.798	1187.02	-0.0188277	0	67.1962	456.061	0	60.1	60.4	-20.9242	-25.5901	0.360136	5499.17	2871.89	571.253	115.964	292.753	293.936	294.45	5	266.4	8.112	176
DATA	2023-08-06T100000_smart3-00184.ghg	2023-08-06	10:30:00	218.4374	1	18000	18000	-0.416472	0	NaN	24.418	0	NaN	352.558	0	NaN	-22.3633	0	NaN	7.97577	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.15247e-10	-2.14934e-11	NaN	NaN	14.6	392.764	399.306	0	0	609.035	16.3841	16.657	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.774	293.024	90559.4	1.07001	1014.52	0.0269017	0.51683	0.0109748	1484.13	2313.1	0.0102567	64.1619	828.972	286.022	7.67549	0.981068	0.486879	7.75324	2.25865e-13	-3.5291e-14	7.75324	13.7055	23.511	7.28395	3.60037	NaN	0.623876	2.89253	-809.099	-0.00745892	0.0692594	-0.0360548	0	56.4117	-8.5607	19.3643	48.2199	73.5384	103.139	154.52	-0.412289	1.01015	43.9003	1.02077	316.569	1.08891	-24.444	1.08891	7.1616	1.08891	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	4	17	1	14	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.91726	2.22821	0.639582	0.0535993	0.0170242	633.006	NaN	NaN	0.0404407	-0.024444	7.1616	NaN	NaN	14.011	392.763	16.3842	12.7899	96.5563	20.0279	0.19275	1	23.01	11.8397	7083.34	-11065	322.966	432.327	1335.84	-0.00982567	0	64.7759	512.732	0	60.1	60.4	-18.0505	-23.4252	0.359519	5454	3847.71	639.109	124.192	293.195	294.419	294.45	5	270.102	7.86798	214
DATA	2023-08-06T103000_smart3-00184.ghg	2023-08-06	11:00:00	218.4582	1	18000	18000	-0.278498	0	NaN	58.2777	0	NaN	404.039	0	NaN	-36.4914	0	NaN	9.14783	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.30648e-11	-3.88264e-12	NaN	NaN	14.4891	390.74	397.215	0	0	604.481	16.3016	16.5717	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.26	293.864	90596	1.06742	1014.49	0.0269679	0.59278	0.0108927	1477.26	2436.32	0.0102048	60.6346	959.068	285.951	6.78189	0.394667	0.33524	6.80163	-4.4223e-14	-6.42311e-15	6.80163	12.3149	27.1104	3.33052	2.82515	NaN	0.510791	1.94813	-186.111	-0.0324269	0.144238	-0.10536	0	53.446	-8.11064	18.3463	45.6848	69.6723	97.7163	146.397	-0.275869	1.00953	80.3167	1.01867	362.807	1.08201	-39.4819	1.08201	8.21429	1.08201	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	30	4	13	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.24474	1.16082	0.490707	0.123941	0.0264875	1058.13	NaN	NaN	0.0741691	-0.0394819	8.21429	NaN	NaN	13.98	390.738	16.3017	12.7111	96.6162	20.7826	0.187903	1	23.7067	11.8333	6521.81	-11060.6	327.264	439.106	1532.39	-0.0256125	0	61.7474	622.96	0	60.1	60.4	-14.7013	-20.2719	0.359883	5479.54	3360.25	762.728	144.172	293.956	295.509	294.45	5	275.243	7.03999	105
DATA	2023-08-06T110000_smart3-00184.ghg	2023-08-06	11:30:00	218.479	1	18000	18000	-0.330855	0	NaN	48.8558	0	NaN	460.861	0	NaN	-38.0156	0	NaN	10.4401	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.43401e-10	1.01987e-11	NaN	NaN	14.4042	389.243	395.696	0	0	603.547	16.3096	16.58	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.777	294.431	90586.2	1.06524	1014.51	0.0270229	0.676515	0.0108759	1477.82	2522.72	0.0102098	58.5805	1044.9	285.957	6.80641	-0.200696	0.221508	6.81297	-7.43329e-14	1.6898e-14	6.81297	12.433	32.1813	358.311	1.86317	NaN	0.557307	2.23535	-288.326	-0.0209312	0.10601	-0.081118	0	55.5431	-8.42888	19.0661	47.4774	72.406	101.551	152.141	-0.32773	1.00954	74.3702	1.01869	415.168	1.0821	-40.9314	1.0821	9.40496	1.0821	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	39	2	31	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.25514	1.68499	0.530564	0.077767	0.0243596	1278.1	NaN	NaN	0.0688168	-0.0409314	9.40496	NaN	NaN	13.9146	389.242	16.3096	12.7127	96.659	21.3812	0.183314	1	24.6467	11.8459	10234.8	-11057.1	325.406	443.023	1667.43	-0.0150262	0	59.4021	697.187	0	60.1	60.4	-11.2186	-17.3581	0.360108	5499.02	2112.49	853.189	156.406	294.541	296.052	294.45	5	279.841	7.16865	078
DATA	2023-08-06T113000_smart3-00184.ghg	2023-08-06	12:00:00	218.4999	1	18000	18000	-0.335276	0	NaN	38.379	0	NaN	528.173	0	NaN	-41.1697	0	NaN	11.9697	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.80603e-10	-1.17591e-11	NaN	NaN	14.3424	388.136	394.554	0	0	601.041	16.2654	16.5344	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.099	294.846	90582.6	1.06372	1014.49	0.0270621	0.775637	0.0108308	1473.76	2587.64	0.010182	56.9537	1113.88	285.915	6.45182	-0.682237	0.0902233	6.48842	3.13338e-14	-1.95645e-14	6.48842	12.3815	36.4781	353.964	0.79674	NaN	0.56142	2.13877	-375.211	-0.0160843	0.0726637	-0.0633475	0	56.378	-8.55557	19.3527	48.191	73.4944	103.077	154.428	-0.332168	1.00936	68.0749	1.018	478.234	1.07977	-44.034	1.07977	10.838	1.07977	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	33	2	16	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.32944	1.42938	0.518712	0.0620503	0.0241159	1478.87	NaN	NaN	0.0630828	-0.044034	10.838	NaN	NaN	13.897	388.136	16.2655	12.6665	96.6797	21.8255	0.179886	1	25.27	11.84	7470.95	-11054.6	329.532	445.365	1680.17	-0.0596485	0	57.6651	732.735	0	60.1	60.4	-7.7922	-14.2301	0.360297	5305.66	3651.42	891.419	160.495	294.988	296.419	294.45	5	284.559	6.98203	154
DATA	2023-08-06T120000_smart3-00184.ghg	2023-08-06	12:30:00	218.5207	1	18000	18000	-0.282551	0	NaN	23.2769	0	NaN	461.195	0	NaN	-32.6832	0	NaN	10.457	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.57051e-10	6.68196e-12	NaN	NaN	14.252	386.366	392.824	0	0	606.373	16.4385	16.7132	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.438	295.355	90579.8	1.06179	1014.6	0.0271095	0.677611	0.0109268	1489.4	2669.1	0.010291	55.8015	1179.7	286.076	5.72101	-0.573214	0.0713201	5.75009	1.33461e-14	1.10196e-14	5.75009	11.2155	36.0334	354.278	0.710675	NaN	0.515857	1.73002	-479.928	-0.0125748	0.0504709	-0.0418854	0	58.2175	-8.83474	19.9842	49.7635	75.8924	106.44	159.467	-0.280023	1.00903	49.5917	1.01647	420.326	1.07454	-35.1471	1.07454	9.5303	1.07454	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	5	23	5	28	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.65857	1.39732	0.404155	0.0669285	0.0307192	1711.82	NaN	NaN	0.0460337	-0.0351471	9.5303	NaN	NaN	13.88	386.366	16.4385	12.824	96.6814	22.3236	0.176036	1	25.97	11.8206	10114.5	-11051.7	332.137	448.306	1605.23	-0.0524377	0	56.3667	709.09	0	60.1	60.4	-4.2381	-11.2986	0.35992	5427.05	4252.07	870.119	154.389	295.487	296.827	294.45	5	285.198	6.1521	059
DATA	2023-08-06T123000_smart3-00184.ghg	2023-08-06	13:00:00	218.5415	1	18000	18000	-0.351859	0	NaN	21.5982	0	NaN	438.894	0	NaN	-32.9447	0	NaN	9.95533	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.71947e-10	7.13419e-12	NaN	NaN	14.2158	386.061	392.346	0	0	589.82	16.0179	16.2786	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.745	295.771	90548.4	1.06009	1014.38	0.0271572	0.645105	0.0106286	1450.78	2737.58	0.0100261	52.9951	1286.8	285.675	5.97962	-1.46156	-0.017697	6.15568	6.59657e-14	1.20955e-14	6.15568	11.7953	43.6936	346.265	-0.16472	NaN	0.576119	2.32562	-720.275	-0.00837875	0.0492106	-0.0348628	0	62.9386	-9.55117	21.6048	53.7989	82.0468	115.072	172.398	-0.348654	1.00919	46.6029	1.0173	399.2	1.0774	-35.0421	1.0774	9.05496	1.0774	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	7	25	6	26	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.84847	2.38796	0.414817	0.065344	0.0315301	1814.7	NaN	NaN	0.0433381	-0.0350421	9.05496	NaN	NaN	13.5314	386.061	16.018	12.4197	96.6941	22.8102	0.174505	1	26.6233	11.8361	7476.7	-11048.8	329.924	450.18	1674.49	-0.090352	0	53.4433	763.551	0	60.1	60.4	3.55631	-3.06756	0.360211	5379.43	2808.22	917.871	160.688	295.975	297.074	294.45	5	293.428	6.56737	154
DATA	2023-08-06T130000_smart3-00184.ghg	2023-08-06	13:30:00	218.5624	1	18000	18000	-0.336451	0	NaN	21.7537	0	NaN	476.843	0	NaN	-34.5708	0	NaN	10.8184	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.28462e-11	-3.43763e-12	NaN	NaN	14.2071	386.205	392.495	0	0	589.511	16.0252	16.2862	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.033	295.992	90526.9	1.05905	1014.39	0.027184	0.701035	0.010623	1451.1	2774.49	0.0100307	52.3017	1323.38	285.678	6.17956	-0.0788392	0.221121	6.18401	9.95995e-14	-5.83133e-15	6.18401	11.0639	31.3304	359.269	2.04916	NaN	0.563642	2.17426	-669.553	-0.00901348	0.0456203	-0.0359262	0	58.7811	-8.92026	20.1777	50.2452	76.6271	107.471	161.011	-0.333382	1.00921	48.9754	1.01736	433.764	1.0776	-36.8613	1.0776	9.84107	1.0776	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	2	22	1	36	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	2.06639	1.81112	0.471016	0.0628235	0.0301812	1819.02	NaN	NaN	0.0455889	-0.0368613	9.84107	NaN	NaN	13.16	386.204	16.0254	12.4233	96.7598	22.9967	0.173155	1	27.14	11.8374	5780.22	-11047.7	328.722	451.222	1615.9	-0.103329	0	52.6046	751.693	0	60.1	60.4	6.97528	1.05711	0.360103	5410.04	2218.71	912.459	158.854	296.156	297.129	294.45	5	278.876	6.65652	156
DATA	2023-08-06T133000_smart3-00184.ghg	2023-08-06	14:00:00	218.5832	1	18000	18000	-0.314715	0	NaN	0.743622	0	NaN	404.274	0	NaN	-29.3394	0	NaN	9.17249	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.01071e-10	1.2658e-11	NaN	NaN	14.1774	385.551	391.904	0	0	596.063	16.2098	16.4769	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.112	296.045	90507.2	1.05855	1014.49	0.0271947	0.594377	0.0107411	1467.5	2783.36	0.0101469	52.7238	1315.87	285.85	5.98194	-1.38262	-0.0210805	6.13968	-1.00292e-13	2.12359e-14	6.13968	12.5683	43.5204	346.986	-0.196724	NaN	0.545259	2.47213	-17730.1	-0.000340382	0.0018394	-0.00126996	0	61.6351	-9.35336	21.1573	52.6847	80.3476	112.689	168.828	-0.311851	1.00919	24.1338	1.01727	369.131	1.07728	-30.5488	1.07728	8.37513	1.07728	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	12	11	2	45	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.96854	2.5842	0.391524	0.0497808	0.0302176	1841.11	NaN	NaN	0.0224732	-0.0305488	8.37513	NaN	NaN	13.1355	385.55	16.2101	12.5951	96.8027	23.2126	0.175728	1	27.79	11.8387	6095.86	-11046.5	334.575	450.407	1445.45	-0.137127	0	52.6606	690.556	0	60.1	60.4	10.6557	4.30263	0.359111	5427.15	3072.31	835.887	147.421	296.354	297.109	294.45	5	292.175	6.50547	103
DATA	2023-08-06T140000_smart3-00184.ghg	2023-08-06	14:30:00	218.604	1	18000	18000	-0.32417	0	NaN	10.3303	0	NaN	421.357	0	NaN	-31.9069	0	NaN	9.56101	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.545e-11	-3.65047e-12	NaN	NaN	14.136	384.627	391.052	0	0	603.897	16.4315	16.706	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	298.198	296.145	90490.1	1.05791	1014.62	0.027209	0.619554	0.0108822	1487.28	2800.24	0.0102866	53.1127	1312.96	286.054	5.34335	-1.79821	-0.0668108	5.63821	6.55487e-14	-6.04486e-15	5.63821	10.9251	48.2975	341.4	-0.67895	NaN	0.553558	2.12006	-1335.33	-0.00451949	0.0245168	-0.0173861	0	66.1129	-10.0329	22.6944	56.5123	86.1848	120.875	181.093	-0.321283	1.00899	34.6481	1.01625	385.16	1.07376	-33.5685	1.07376	8.73965	1.07376	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	4	6	32	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.83133	2.07015	0.338637	0.0391737	0.0247495	1512.91	NaN	NaN	0.0322797	-0.0335685	8.73965	NaN	NaN	13.1345	384.627	16.4314	12.805	96.802	23.3076	0.176675	1	27.9	11.8288	10246.1	-11045.9	331.089	450.879	1433.35	-0.104455	0	52.8868	687.452	0	60.1	60.4	15.5255	11.1044	0.358167	5499.17	-961.225	842.629	149.3	296.468	297.185	294.45	5	297.137	6.1119	168
